代表観測地点,時間帯,期間(週次),滞在人口の推定居住地,2019年同週比 [%]
茨城県全体,すべての時間帯,2021年3月第4週,都道府県外,-14.689105607
茨城県全体,すべての時間帯,2021年4月第1週,市区町村内,4.995887886
茨城県全体,すべての時間帯,2021年4月第1週,都道府県内,-4.840867821
茨城県全体,すべての時間帯,2021年4月第1週,都道府県外,-14.429182277
茨城県全体,すべての時間帯,2021年4月第2週,市区町村内,3.243233900
茨城県全体,すべての時間帯,2021年4月第2週,都道府県内,-5.141867243
茨城県全体,すべての時間帯,2021年4月第2週,都道府県外,-6.820341452
茨城県全体,すべての時間帯,2021年4月第3週,市区町村内,3.613882477
茨城県全体,すべての時間帯,2021年4月第3週,都道府県内,-3.530977562
茨城県全体,すべての時間帯,2021年4月第3週,都道府県外,-8.953155248
茨城県全体,すべての時間帯,2021年4月第4週,市区町村内,4.446182658
茨城県全体,すべての時間帯,2021年4月第4週,都道府県内,-3.961685590
茨城県全体,すべての時間帯,2021年4月第4週,都道府県外,-14.559675388
茨城県全体,すべての時間帯,2021年4月第5週,市区町村内,6.993716927
茨城県全体,すべての時間帯,2021年4月第5週,都道府県内,-12.178989657
茨城県全体,すべての時間帯,2021年4月第5週,都道府県外,-20.367509153
茨城県全体,すべての時間帯,2021年5月第1週,市区町村内,9.526694025
茨城県全体,すべての時間帯,2021年5月第1週,都道府県内,-1.396856833
茨城県全体,すべての時間帯,2021年5月第1週,都道府県外,-46.924008652
茨城県全体,すべての時間帯,2021年5月第2週,市区町村内,3.900248928
茨城県全体,すべての時間帯,2021年5月第2週,都道府県内,0.911770348
茨城県全体,すべての時間帯,2021年5月第2週,都道府県外,-25.691884924
茨城県全体,すべての時間帯,2021年5月第3週,市区町村内,6.882445360
茨城県全体,すべての時間帯,2021年5月第3週,都道府県内,-6.307640258
茨城県全体,すべての時間帯,2021年5月第3週,都道府県外,-28.304349526
茨城県全体,すべての時間帯,2021年5月第4週,市区町村内,6.711306314
茨城県全体,すべての時間帯,2021年5月第4週,都道府県内,-4.923995168
茨城県全体,すべての時間帯,2021年5月第4週,都道府県外,-26.473618212
茨城県全体,すべての時間帯,2021年6月第1週,市区町村内,6.462616399
茨城県全体,すべての時間帯,2021年6月第1週,都道府県内,-5.981114760
茨城県全体,すべての時間帯,2021年6月第1週,都道府県外,-28.037864081
茨城県全体,すべての時間帯,2021年6月第2週,市区町村内,5.585130489
茨城県全体,すべての時間帯,2021年6月第2週,都道府県内,-4.208431362
茨城県全体,すべての時間帯,2021年6月第2週,都道府県外,-23.660765146
茨城県全体,すべての時間帯,2021年6月第3週,市区町村内,5.904105986
茨城県全体,すべての時間帯,2021年6月第3週,都道府県内,-4.977291062
茨城県全体,すべての時間帯,2021年6月第3週,都道府県外,-23.400552470
茨城県全体,すべての時間帯,2021年6月第4週,市区町村内,5.673452597
茨城県全体,すべての時間帯,2021年6月第4週,都道府県内,-5.062576415
茨城県全体,すべての時間帯,2021年6月第4週,都道府県外,-25.985194077
茨城県全体,すべての時間帯,2021年7月第1週,市区町村内,6.450549728
茨城県全体,すべての時間帯,2021年7月第1週,都道府県内,-8.220547282
茨城県全体,すべての時間帯,2021年7月第1週,都道府県外,-29.402249377
茨城県全体,すべての時間帯,2021年7月第2週,市区町村内,2.962022678
茨城県全体,すべての時間帯,2021年7月第2週,都道府県内,-2.611359292
茨城県全体,すべての時間帯,2021年7月第2週,都道府県外,-7.799907932
茨城県全体,すべての時間帯,2021年7月第3週,市区町村内,4.350922047
茨城県全体,すべての時間帯,2021年7月第3週,都道府県内,-2.081564274
茨城県全体,すべての時間帯,2021年7月第3週,都道府県外,-17.551918702
茨城県全体,すべての時間帯,2021年7月第4週,市区町村内,2.637632417
茨城県全体,すべての時間帯,2021年7月第4週,都道府県内,-6.318772273
茨城県全体,すべての時間帯,2021年7月第4週,都道府県外,0.699936915
茨城県全体,すべての時間帯,2021年7月第5週,市区町村内,3.346355541
茨城県全体,すべての時間帯,2021年7月第5週,都道府県内,-1.636445388
茨城県全体,すべての時間帯,2021年7月第5週,都道府県外,-8.339846624
茨城県全体,すべての時間帯,2021年8月第1週,市区町村内,4.114130864
茨城県全体,すべての時間帯,2021年8月第1週,都道府県内,-5.395739182
茨城県全体,すべての時間帯,2021年8月第1週,都道府県外,-22.599099438
茨城県全体,すべての時間帯,2021年8月第2週,市区町村内,8.273118735
茨城県全体,すべての時間帯,2021年8月第2週,都道府県内,-22.571359848
茨城県全体,すべての時間帯,2021年8月第2週,都道府県外,-30.091569021
茨城県全体,すべての時間帯,2021年8月第3週,市区町村内,6.085300790
茨城県全体,すべての時間帯,2021年8月第3週,都道府県内,10.096784358
茨城県全体,すべての時間帯,2021年8月第3週,都道府県外,-52.243052300
茨城県全体,すべての時間帯,2021年8月第4週,市区町村内,5.546645719
茨城県全体,すべての時間帯,2021年8月第4週,都道府県内,-7.734720344
茨城県全体,すべての時間帯,2021年8月第4週,都道府県外,-25.769442438
茨城県全体,すべての時間帯,2021年9月第1週,市区町村内,6.597011733
茨城県全体,すべての時間帯,2021年9月第1週,都道府県内,-9.472035499
茨城県全体,すべての時間帯,2021年9月第1週,都道府県外,-25.330226282
茨城県全体,すべての時間帯,2021年9月第2週,市区町村内,5.544780988
茨城県全体,すべての時間帯,2021年9月第2週,都道府県内,-8.223845883
茨城県全体,すべての時間帯,2021年9月第2週,都道府県外,-15.169990478
茨城県全体,すべての時間帯,2021年9月第3週,市区町村内,5.351900102
茨城県全体,すべての時間帯,2021年9月第3週,都道府県内,-7.521719627
茨城県全体,すべての時間帯,2021年9月第3週,都道府県外,-22.390417924
茨城県全体,すべての時間帯,2021年9月第4週,市区町村内,5.751817957
茨城県全体,すべての時間帯,2021年9月第4週,都道府県内,-10.891920748
茨城県全体,すべての時間帯,2021年9月第4週,都道府県外,-16.950092524
茨城県全体,すべての時間帯,2021年9月第5週,市区町村内,3.269226794
茨城県全体,すべての時間帯,2021年9月第5週,都道府県内,-2.000869757
茨城県全体,すべての時間帯,2021年9月第5週,都道府県外,-21.878683394
茨城県全体,すべての時間帯,2021年10月第1週,市区町村内,2.704972361
茨城県全体,すべての時間帯,2021年10月第1週,都道府県内,-2.125588253
茨城県全体,すべての時間帯,2021年10月第1週,都道府県外,-15.373966133
