年月日,観測所,曜日,平均気温(℃),平均気温(℃)　品質情報,平均気温(℃)　均質番号,降水量の合計(mm),降水量の合計(mm)　品質情報,降水量の合計(mm)　均質番号
2021/2/15,山中,月,6.3,8,1,64.0,8,1
2021/2/16,山中,火,2.6,8,1,0.0,8,1
2021/2/17,山中,水,-0.8,8,1,0.0,8,1
2021/2/18,山中,木,-5.7,5,1,0.0,8,1
2021/2/19,山中,金,-1.2,8,1,0.0,8,1
2021/2/20,山中,土,3.7,8,1,0.0,8,1
2021/2/21,山中,日,7.0,8,1,0.0,8,1
2021/2/22,山中,月,5.2,8,1,0.0,8,1
2021/2/23,山中,火,5.3,8,1,0.0,8,1
2021/2/24,山中,水,0.0,8,1,0.0,8,1
2021/2/25,山中,木,-1.4,8,1,0.0,8,1
2021/2/26,山中,金,1.1,8,1,0.0,8,1
2021/2/27,山中,土,-0.1,8,1,0.0,8,1
2021/2/28,山中,日,-1.3,8,1,0.0,8,1
2021/3/1,山中,月,4.1,8,1,0.0,8,1
2021/3/2,山中,火,8.9,8,1,33.0,8,1
2021/3/3,山中,水,2.5,8,1,0.0,8,1
2021/3/4,山中,木,2.3,8,1,0.0,8,1
2021/3/5,山中,金,4.6,8,1,8.0,8,1
2021/3/6,山中,土,9.0,8,1,1.0,8,1
2021/3/7,山中,日,1.3,8,1,0.0,8,1
2021/3/8,山中,月,3.2,8,1,4.0,8,1
2021/3/9,山中,火,3.6,8,1,0.0,8,1
2021/3/10,山中,水,5.5,8,1,0.0,8,1
2021/3/11,山中,木,3.6,8,1,0.0,8,1
2021/3/12,山中,金,4.8,8,1,5.5,8,1
2021/3/13,山中,土,3.5,8,1,45.0,8,1
2021/3/14,山中,日,6.2,8,1,0.0,8,1
2021/3/15,山中,月,4.3,8,1,0.0,8,1
2021/3/16,山中,火,7.2,8,1,0.0,8,1
2021/3/17,山中,水,6.8,8,1,0.0,8,1
2021/3/18,山中,木,5.7,8,1,0.0,8,1
2021/3/19,山中,金,7.1,8,1,0.0,8,1
2021/3/20,山中,土,8.0,8,1,0.0,8,1
2021/3/21,山中,日,12.8,8,1,142.5,8,1
2021/3/22,山中,月,5.4,8,1,9.5,8,1
2021/3/23,山中,火,1.3,8,1,0.0,8,1
2021/3/24,山中,水,5.6,8,1,0.0,8,1
2021/3/25,山中,木,6.1,8,1,0.0,8,1
2021/3/26,山中,金,6.5,8,1,0.0,8,1
2021/3/27,山中,土,6.1,8,1,0.0,8,1
2021/3/28,山中,日,9.0,8,1,23.0,8,1
2021/3/29,山中,月,12.6,8,1,30.0,8,1
2021/3/30,山中,火,11.0,8,1,0.0,8,1
2021/3/31,山中,水,10.6,8,1,0.0,8,1
2021/4/1,山中,木,10.8,8,1,0.0,8,1
2021/4/2,山中,金,9.4,8,1,0.0,8,1
2021/4/3,山中,土,8.8,8,1,0.0,8,1
2021/4/4,山中,日,11.5,8,1,7.0,8,1
2021/4/5,山中,月,9.9,8,1,16.5,8,1
2021/4/6,山中,火,4.3,8,1,0.0,8,1
2021/4/7,山中,水,6.6,8,1,0.0,8,1
2021/4/8,山中,木,6.5,8,1,0.0,8,1
2021/4/9,山中,金,4.9,8,1,0.0,8,1
2021/4/10,山中,土,4.0,8,1,0.0,8,1
2021/4/11,山中,日,4.2,8,1,0.0,8,1
2021/4/12,山中,月,6.5,8,1,0.0,8,1
2021/4/13,山中,火,10.0,8,1,6.5,8,1
2021/4/14,山中,水,13.4,8,1,6.5,8,1
2021/4/15,山中,木,5.0,8,1,0.0,8,1
2021/4/16,山中,金,6.2,8,1,2.5,8,1
2021/4/17,山中,土,8.8,8,1,64.5,8,1
2021/4/18,山中,日,8.4,8,1,0.0,8,1
2021/4/19,山中,月,7.0,8,1,0.0,8,1
2021/4/20,山中,火,10.6,8,1,0.0,8,1
2021/4/21,山中,水,11.0,8,1,0.0,8,1
2021/4/22,山中,木,12.5,8,1,0.0,8,1
2021/4/23,山中,金,8.8,8,1,0.0,8,1
2021/4/24,山中,土,8.9,8,1,0.0,8,1
2021/4/25,山中,日,9.2,8,1,3.5,8,1
2021/4/26,山中,月,6.8,8,1,0.0,8,1
2021/4/27,山中,火,7.7,8,1,0.0,8,1
2021/4/28,山中,水,11.3,8,1,0.0,8,1
2021/4/29,山中,木,11.0,8,1,47.0,8,1
2021/4/30,山中,金,13.5,8,1,0.0,8,1
2021/5/1,山中,土,11.7,8,1,24.0,8,1
2021/5/2,山中,日,11.6,8,1,0.0,8,1
2021/5/3,山中,月,9.8,8,1,0.0,8,1
2021/5/4,山中,火,11.3,8,1,0.0,8,1
2021/5/5,山中,水,12.5,8,1,0.0,8,1
2021/5/6,山中,木,15.0,8,1,0.5,8,1
2021/5/7,山中,金,12.1,8,1,8.5,8,1
2021/5/8,山中,土,14.7,8,1,0.5,8,1
2021/5/9,山中,日,15.2,8,1,0.0,8,1
2021/5/10,山中,月,12.3,8,1,0.0,8,1
2021/5/11,山中,火,11.0,8,1,0.0,8,1
2021/5/12,山中,水,9.9,8,1,0.0,8,1
2021/5/13,山中,木,11.0,8,1,10.0,8,1
2021/5/14,山中,金,16.2,8,1,0.0,8,1
2021/5/15,山中,土,15.7,8,1,0.0,8,1
2021/5/16,山中,日,14.2,8,1,1.0,8,1
2021/5/17,山中,月,19.4,8,1,0.5,8,1
2021/5/18,山中,火,18.7,8,1,0.0,8,1
2020/3/1,河口湖,日,6.9,8,1,0.0,8,1
2020/3/2,河口湖,月,4.9,8,1,0.5,8,1
2020/3/3,河口湖,火,5.7,8,1,0.0,8,1
2020/3/4,河口湖,水,5.8,8,1,4.0,8,1
2020/3/5,河口湖,木,3.5,8,1,0.5,8,1
2020/3/6,河口湖,金,3.4,8,1,0,8,1
2020/3/7,河口湖,土,2.9,8,1,0,8,1
2020/3/8,河口湖,日,2.0,8,1,9.0,8,1
2020/3/9,河口湖,月,8.4,8,1,0,8,1
2020/3/10,河口湖,火,10.3,8,1,23.5,8,1
2020/3/11,河口湖,水,10.6,8,1,0,8,1
2020/3/12,河口湖,木,5.1,8,1,0,8,1
2020/3/13,河口湖,金,6.2,8,1,0,8,1
2020/3/14,河口湖,土,0.2,8,1,13.5,8,1
2020/3/15,河口湖,日,0.1,8,1,0.0,8,1
2020/3/16,河口湖,月,0.4,8,1,0.0,8,1
2020/3/17,河口湖,火,1.7,8,1,0,8,1
2020/3/18,河口湖,水,7.1,8,1,0.0,8,1
2020/3/19,河口湖,木,9.0,8,1,0.0,8,1
2020/3/20,河口湖,金,7.6,8,1,0,8,1
2020/3/21,河口湖,土,8.4,8,1,0,8,1
2020/3/22,河口湖,日,11.0,8,1,0,8,1
2020/3/23,河口湖,月,3.9,8,1,1.0,8,1
2020/3/24,河口湖,火,2.7,8,1,0.0,8,1
2020/3/25,河口湖,水,4.2,8,1,0,8,1
2020/3/26,河口湖,木,8.7,8,1,0,8,1
2020/3/27,河口湖,金,11.3,8,1,0.0,8,1
2020/3/28,河口湖,土,14.2,8,1,5.5,8,1
2020/3/29,河口湖,日,0.8,8,1,45.0,8,1
2020/3/30,河口湖,月,1.2,8,1,0,8,1
2020/3/31,河口湖,火,5.7,8,1,1.0,8,1
2020/4/1,河口湖,水,8.1,8,1,21.5,8,1
2020/4/2,河口湖,木,8.7,8,1,0.0,8,1
2020/4/3,河口湖,金,6.1,8,1,0,8,1
2020/4/4,河口湖,土,9.0,8,1,0,8,1
2020/4/5,河口湖,日,6.5,8,1,0.0,8,1
2020/4/6,河口湖,月,6.9,8,1,0,8,1
2020/4/7,河口湖,火,6.1,8,1,0,8,1
2020/4/8,河口湖,水,8.3,8,1,0,8,1
2020/4/9,河口湖,木,9.2,8,1,0,8,1
2020/4/10,河口湖,金,6.7,8,1,0,8,1
2020/4/11,河口湖,土,5.3,8,1,0,8,1
2020/4/12,河口湖,日,5.0,8,1,9.0,8,1
2020/4/13,河口湖,月,0.9,8,1,82.5,8,1
2020/4/14,河口湖,火,5.8,8,1,0,8,1
2020/4/15,河口湖,水,7.7,8,1,0,8,1
2020/4/16,河口湖,木,7.3,8,1,2.5,8,1
2020/4/17,河口湖,金,6.4,8,1,0.5,8,1
2020/4/18,河口湖,土,8.2,8,1,44.5,8,1
2020/4/19,河口湖,日,11.7,8,1,0.0,8,1
2020/4/20,河口湖,月,7.4,8,1,14.5,8,1
2020/4/21,河口湖,火,10.4,8,1,0.0,8,1
2020/4/22,河口湖,水,8.3,8,1,0.0,8,1
2020/4/23,河口湖,木,5.7,8,1,0.0,8,1
2020/4/24,河口湖,金,6.1,8,1,0.0,8,1
2020/4/25,河口湖,土,7.5,8,1,0,8,1
2020/4/26,河口湖,日,12.5,8,1,0.0,8,1
2020/4/27,河口湖,月,8.9,8,1,0.0,8,1
2020/4/28,河口湖,火,8.4,8,1,0.0,8,1
2020/4/29,河口湖,水,11.0,8,1,0,8,1
2020/4/30,河口湖,木,12.7,8,1,0,8,1
2020/5/1,河口湖,金,14.6,8,1,0,8,1
2020/5/2,河口湖,土,18.1,8,1,0,8,1
2020/5/3,河口湖,日,16.3,8,1,0.0,8,1
2020/5/4,河口湖,月,14.5,8,1,2.0,8,1
2020/5/5,河口湖,火,16.7,8,1,0.0,8,1
2020/5/6,河口湖,水,13.7,8,1,5.0,8,1
2020/5/7,河口湖,木,12.0,8,1,0,8,1
2020/5/8,河口湖,金,10.9,8,1,0,8,1
2020/5/9,河口湖,土,11.6,8,1,0.0,8,1
2020/5/10,河口湖,日,18.0,8,1,1.0,8,1
2020/5/11,河口湖,月,20.7,8,1,0.0,8,1
2020/5/12,河口湖,火,16.3,8,1,0,8,1
2020/5/13,河口湖,水,17.3,8,1,0,8,1
2020/5/14,河口湖,木,15.1,8,1,0,8,1
2020/5/15,河口湖,金,16.1,8,1,0.0,8,1
2020/5/16,河口湖,土,13.9,8,1,10.0,8,1
2020/5/17,河口湖,日,18.0,8,1,0.0,8,1
2020/5/18,河口湖,月,16.1,8,1,4.0,8,1
2020/5/19,河口湖,火,14.6,8,1,34.5,8,1
2020/5/20,河口湖,水,11.6,8,1,0.0,8,1
2020/5/21,河口湖,木,9.3,8,1,0.0,8,1
2020/5/22,河口湖,金,12.4,8,1,0.0,8,1
2020/5/23,河口湖,土,14.5,8,1,0,8,1
2020/5/24,河口湖,日,16.2,8,1,0,8,1
2020/5/25,河口湖,月,17.0,8,1,0,8,1
2020/5/26,河口湖,火,16.3,8,1,3.5,8,1
2020/5/27,河口湖,水,17.7,8,1,0.0,8,1
2020/5/28,河口湖,木,15.1,8,1,0,8,1
2020/5/29,河口湖,金,14.4,8,1,2.0,8,1
2020/5/30,河口湖,土,14.6,8,1,7.0,8,1
2020/5/31,河口湖,日,13.1,8,1,4.0,8,1
2020/6/1,河口湖,月,15.1,8,1,0.0,8,1
2020/6/2,河口湖,火,19.5,8,1,0.0,8,1
2020/6/3,河口湖,水,19.0,8,1,0,8,1
2020/6/4,河口湖,木,18.6,8,1,0,8,1
2020/6/5,河口湖,金,20.1,8,1,0,8,1
2020/6/6,河口湖,土,19.5,8,1,0.5,8,1
2020/6/7,河口湖,日,18.0,8,1,0.0,8,1
2020/6/8,河口湖,月,19.2,8,1,0,8,1
2020/6/9,河口湖,火,20.1,8,1,0,8,1
2020/6/10,河口湖,水,20.5,8,1,1.0,8,1
2020/6/11,河口湖,木,21.0,8,1,12.5,8,1
2020/6/12,河口湖,金,21.9,8,1,0.0,8,1
2020/6/13,河口湖,土,19.9,8,1,14.5,8,1
2020/6/14,河口湖,日,20.5,8,1,4.0,8,1
2020/6/15,河口湖,月,22.9,8,1,0,8,1
2020/6/16,河口湖,火,20.4,8,1,0,8,1
2020/6/17,河口湖,水,18.4,8,1,0,8,1
2020/6/18,河口湖,木,16.3,8,1,8.0,8,1
2020/6/19,河口湖,金,14.3,8,1,42.5,8,1
2020/6/20,河口湖,土,18.8,8,1,0,8,1
2020/6/21,河口湖,日,18.3,8,1,0.0,8,1
2020/6/22,河口湖,月,15.0,8,1,22.0,8,1
2020/6/23,河口湖,火,18.9,8,1,0.0,8,1
2020/6/24,河口湖,水,19.8,8,1,0.5,8,1
2020/6/25,河口湖,木,20.5,8,1,4.5,8,1
2020/6/26,河口湖,金,23.0,8,1,0.0,8,1
2020/6/27,河口湖,土,21.9,8,1,0.0,8,1
2020/6/28,河口湖,日,18.6,8,1,30.5,8,1
2020/6/29,河口湖,月,19.0,8,1,0.0,8,1
2020/6/30,河口湖,火,19.6,8,1,41.5,8,1
2020/7/1,河口湖,水,21.0,8,1,34.0,8,1
2020/7/2,河口湖,木,20.9,8,1,0,8,1
2020/7/3,河口湖,金,18.5,8,1,20.5,8,1
2020/7/4,河口湖,土,20.9,8,1,38.5,8,1
2020/7/5,河口湖,日,21.3,8,1,5.0,8,1
2020/7/6,河口湖,月,21.1,8,1,44.0,8,1
2020/7/7,河口湖,火,22.6,8,1,70.0,8,1
2020/7/8,河口湖,水,21.9,8,1,45.5,8,1
2020/7/9,河口湖,木,20.3,8,1,30.0,8,1
2020/7/10,河口湖,金,22.1,8,1,3.0,8,1
2020/7/11,河口湖,土,22.8,8,1,8.0,8,1
2020/7/12,河口湖,日,22.9,8,1,2.0,8,1
2020/7/13,河口湖,月,17.4,8,1,5.0,8,1
2020/7/14,河口湖,火,20.0,8,1,5.0,8,1
2020/7/15,河口湖,水,19.3,8,1,0.0,8,1
2020/7/16,河口湖,木,19.0,8,1,0.0,8,1
2020/7/17,河口湖,金,17.3,8,1,26.5,8,1
2020/7/18,河口湖,土,19.2,8,1,6.5,8,1
2020/7/19,河口湖,日,22.4,8,1,0.0,8,1
2020/7/20,河口湖,月,22.4,8,1,1.5,8,1
2020/7/21,河口湖,火,23.0,8,1,0.5,8,1
2020/7/22,河口湖,水,23.7,8,1,1.0,8,1
2020/7/23,河口湖,木,20.4,8,1,1.0,8,1
2020/7/24,河口湖,金,21.2,8,1,7.0,8,1
2020/7/25,河口湖,土,20.6,8,1,110.5,8,1
2020/7/26,河口湖,日,20.9,8,1,43.0,8,1
2020/7/27,河口湖,月,22.0,8,1,1.5,8,1
2020/7/28,河口湖,火,22.6,8,1,2.0,8,1
2020/7/29,河口湖,水,20.6,8,1,2.5,8,1
2020/7/30,河口湖,木,19.6,8,1,5.5,8,1
2020/7/31,河口湖,金,22.4,8,1,6.5,8,1
2020/8/1,河口湖,土,21.8,8,1,1.5,8,1
2020/8/2,河口湖,日,21.8,8,1,2.0,8,1
2020/8/3,河口湖,月,22.2,8,1,1.5,8,1
2020/8/4,河口湖,火,23.6,8,1,0.0,8,1
2020/8/5,河口湖,水,24.2,8,1,0,8,1
2020/8/6,河口湖,木,24.3,8,1,0,8,1
2020/8/7,河口湖,金,24.9,8,1,0,8,1
2020/8/8,河口湖,土,24.6,8,1,0,8,1
2020/8/9,河口湖,日,25.3,8,1,0,8,1
2020/8/10,河口湖,月,25.5,8,1,0,8,1
2020/8/11,河口湖,火,26.5,8,1,0,8,1
2020/8/12,河口湖,水,25.3,8,1,0.0,8,1
2020/8/13,河口湖,木,25.4,8,1,0.0,8,1
2020/8/14,河口湖,金,25.2,8,1,0,8,1
2020/8/15,河口湖,土,26.7,8,1,0,8,1
2020/8/16,河口湖,日,26.5,8,1,0.5,8,1
2020/8/17,河口湖,月,26.9,8,1,0,8,1
2020/8/18,河口湖,火,25.2,8,1,0,8,1
2020/8/19,河口湖,水,24.9,8,1,0,8,1
2020/8/20,河口湖,木,25.3,8,1,0,8,1
2020/8/21,河口湖,金,25.1,8,1,0,8,1
2020/8/22,河口湖,土,23.0,8,1,14.5,8,1
2020/8/23,河口湖,日,21.8,8,1,0,8,1
2020/8/24,河口湖,月,22.3,8,1,0.0,8,1
2020/8/25,河口湖,火,23.1,8,1,1.0,8,1
2020/8/26,河口湖,水,23.7,8,1,0.0,8,1
2020/8/27,河口湖,木,23.7,8,1,8.5,8,1
2020/8/28,河口湖,金,22.1,8,1,3.0,8,1
2020/8/29,河口湖,土,24.4,8,1,0,8,1
2020/8/30,河口湖,日,24.5,8,1,0,8,1
2020/8/31,河口湖,月,23.4,8,1,2.5,8,1
2020/9/1,河口湖,火,21.3,8,1,0.0,8,1
2020/9/2,河口湖,水,22.9,8,1,1.0,8,1
2020/9/3,河口湖,木,23.3,8,1,3.5,8,1
2020/9/4,河口湖,金,24.9,8,1,0,8,1
2020/9/5,河口湖,土,23.7,8,1,7.5,8,1
2020/9/6,河口湖,日,21.7,8,1,30.5,8,1
2020/9/7,河口湖,月,22.4,8,1,15.0,8,1
2020/9/8,河口湖,火,23.7,8,1,0.0,8,1
2020/9/9,河口湖,水,23.2,8,1,0.0,8,1
2020/9/10,河口湖,木,21.3,8,1,1.5,8,1
2020/9/11,河口湖,金,21.8,8,1,0.0,8,1
2020/9/12,河口湖,土,19.7,8,1,7.0,8,1
2020/9/13,河口湖,日,21.8,8,1,0.0,8,1
2020/9/14,河口湖,月,20.9,8,1,0,8,1
2020/9/15,河口湖,火,19.3,8,1,0.0,8,1
2020/9/16,河口湖,水,18.9,8,1,0.0,8,1
2020/9/17,河口湖,木,20.9,8,1,0.0,8,1
2020/9/18,河口湖,金,24.2,8,1,0.0,8,1
2020/9/19,河口湖,土,21.7,8,1,0.0,8,1
2020/9/20,河口湖,日,17.1,8,1,2.0,8,1
2020/9/21,河口湖,月,17.3,8,1,0.0,8,1
2020/9/22,河口湖,火,17.1,8,1,0.5,8,1
2020/9/23,河口湖,水,15.6,8,1,9.0,8,1
2020/9/24,河口湖,木,14.3,8,1,6.5,8,1
2020/9/25,河口湖,金,15.8,8,1,23.0,8,1
2020/9/26,河口湖,土,16.1,8,1,6.0,8,1
2020/9/27,河口湖,日,16.3,8,1,8.5,8,1
2020/9/28,河口湖,月,16.2,8,1,0.0,8,1
2020/9/29,河口湖,火,13.4,8,1,0.0,8,1
2020/9/30,河口湖,水,14.1,8,1,0,8,1
2020/10/1,河口湖,木,15.2,8,1,0.0,8,1
2020/10/2,河口湖,金,15.6,8,1,0,8,1
2020/10/3,河口湖,土,16.3,8,1,0.0,8,1
2020/10/4,河口湖,日,16.2,8,1,0.0,8,1
2020/10/5,河口湖,月,18.7,8,1,0.0,8,1
2020/10/6,河口湖,火,14.7,8,1,0,8,1
2020/10/7,河口湖,水,12.4,8,1,11.5,8,1
2020/10/8,河口湖,木,10.6,8,1,58.5,8,1
2020/10/9,河口湖,金,11.3,8,1,51.0,8,1
2020/10/10,河口湖,土,13.3,8,1,106.0,8,1
2020/10/11,河口湖,日,16.7,8,1,2.0,8,1
2020/10/12,河口湖,月,17.6,8,1,0.0,8,1
2020/10/13,河口湖,火,17.1,8,1,0.0,8,1
2020/10/14,河口湖,水,13.8,8,1,0.0,8,1
2020/10/15,河口湖,木,12.7,8,1,0.0,8,1
2020/10/16,河口湖,金,10.5,8,1,0.0,8,1
2020/10/17,河口湖,土,7.6,8,1,28.5,8,1
2020/10/18,河口湖,日,9.0,8,1,0.5,8,1
2020/10/19,河口湖,月,7.3,8,1,10.0,8,1
2020/10/20,河口湖,火,9.3,8,1,0,8,1
2020/10/21,河口湖,水,9.1,8,1,0,8,1
2020/10/22,河口湖,木,12.1,8,1,0.5,8,1
2020/10/23,河口湖,金,13.5,8,1,11.5,8,1
2020/10/24,河口湖,土,10.2,8,1,0,8,1
2020/10/25,河口湖,日,8.3,8,1,0,8,1
2020/10/26,河口湖,月,8.9,8,1,0,8,1
2020/10/27,河口湖,火,10.0,8,1,0,8,1
2020/10/28,河口湖,水,10.5,8,1,0,8,1
2020/10/29,河口湖,木,11.3,8,1,0,8,1
2020/10/30,河口湖,金,8.8,8,1,0,8,1
2020/10/31,河口湖,土,6.1,8,1,0,8,1
2020/11/1,河口湖,日,7.9,8,1,0,8,1
2020/11/2,河口湖,月,11.7,8,1,3.0,8,1
2020/11/3,河口湖,火,11.4,8,1,5.0,8,1
2020/11/4,河口湖,水,6.8,8,1,0,8,1
2020/11/5,河口湖,木,6.4,8,1,0,8,1
2020/11/6,河口湖,金,8.1,8,1,0,8,1
2020/11/7,河口湖,土,13.1,8,1,1.5,8,1
2020/11/8,河口湖,日,13.6,8,1,0,8,1
2020/11/9,河口湖,月,7.6,8,1,0,8,1
2020/11/10,河口湖,火,5.6,8,1,0.0,8,1
2020/11/11,河口湖,水,5.4,8,1,0,8,1
2020/11/12,河口湖,木,5.3,8,1,0,8,1
2020/11/13,河口湖,金,8.2,8,1,0,8,1
2020/11/14,河口湖,土,8.1,8,1,0,8,1
2020/11/15,河口湖,日,7.2,8,1,0,8,1
2020/11/16,河口湖,月,9.7,8,1,0,8,1
2020/11/17,河口湖,火,8.5,8,1,0,8,1
2020/11/18,河口湖,水,11.0,8,1,0,8,1
2020/11/19,河口湖,木,14.4,8,1,0.0,8,1
2020/11/20,河口湖,金,16.4,8,1,2.5,8,1
2020/11/21,河口湖,土,10.8,8,1,0,8,1
2020/11/22,河口湖,日,9.9,8,1,0,8,1
2020/11/23,河口湖,月,12.0,8,1,0,8,1
2020/11/24,河口湖,火,7.9,8,1,0.0,8,1
2020/11/25,河口湖,水,8.4,8,1,0.0,8,1
2020/11/26,河口湖,木,8.8,8,1,0,8,1
2020/11/27,河口湖,金,7.0,8,1,0,8,1
2020/11/28,河口湖,土,7.3,8,1,0,8,1
2020/11/29,河口湖,日,3.7,8,1,0,8,1
2020/11/30,河口湖,月,3.3,8,1,0,8,1
2020/12/1,河口湖,火,3.3,8,1,0,8,1
2020/12/2,河口湖,水,2.7,8,1,0,8,1
2020/12/3,河口湖,木,4.6,8,1,0.0,8,1
2020/12/4,河口湖,金,3.8,8,1,0,8,1
2020/12/5,河口湖,土,4.0,8,1,0.0,8,1
2020/12/6,河口湖,日,4.1,8,1,0,8,1
2020/12/7,河口湖,月,4.9,8,1,0,8,1
2020/12/8,河口湖,火,6.0,8,1,0,8,1
2020/12/9,河口湖,水,3.4,8,1,0,8,1
2020/12/10,河口湖,木,3.4,8,1,0,8,1
2020/12/11,河口湖,金,4.2,8,1,0,8,1
2020/12/12,河口湖,土,4.6,8,1,0,8,1
2020/12/13,河口湖,日,3.5,8,1,0,8,1
2020/12/14,河口湖,月,4.7,8,1,0,8,1
2020/12/15,河口湖,火,-0.7,8,1,0,8,1
2020/12/16,河口湖,水,-2.1,8,1,0,8,1
2020/12/17,河口湖,木,-1.9,8,1,0,8,1
2020/12/18,河口湖,金,-1.3,8,1,0,8,1
2020/12/19,河口湖,土,0.3,8,1,0,8,1
2020/12/20,河口湖,日,-1.7,8,1,0,8,1
2020/12/21,河口湖,月,-2.5,8,1,0,8,1
2020/12/22,河口湖,火,-1.6,8,1,0,8,1
2020/12/23,河口湖,水,0.7,8,1,0,8,1
2020/12/24,河口湖,木,2.7,8,1,0,8,1
2020/12/25,河口湖,金,3.0,8,1,0,8,1
2020/12/26,河口湖,土,0.1,8,1,0,8,1
2020/12/27,河口湖,日,0.6,8,1,0,8,1
2020/12/28,河口湖,月,3.9,8,1,0.0,8,1
2020/12/29,河口湖,火,4.4,8,1,0,8,1
2020/12/30,河口湖,水,6.4,8,1,2.0,8,1
2020/12/31,河口湖,木,-2.7,8,1,0,8,1
2021/1/1,河口湖,金,-1.9,8,1,0,8,1
2021/1/2,河口湖,土,-2.1,8,1,0,8,1
2021/1/3,河口湖,日,-2.1,8,1,0,8,1
2021/1/4,河口湖,月,0.3,8,1,0,8,1
2021/1/5,河口湖,火,0.4,8,1,0,8,1
2021/1/6,河口湖,水,-0.5,8,1,0,8,1
2021/1/7,河口湖,木,0.2,8,1,0,8,1
2021/1/8,河口湖,金,-5.4,8,1,0,8,1
2021/1/9,河口湖,土,-5.4,8,1,0,8,1
2021/1/10,河口湖,日,-4.9,8,1,0,8,1
2021/1/11,河口湖,月,-3.9,8,1,0,8,1
2021/1/12,河口湖,火,-2.1,8,1,4.5,8,1
2021/1/13,河口湖,水,-1.8,8,1,0,8,1
2021/1/14,河口湖,木,0.6,8,1,0,8,1
2021/1/15,河口湖,金,-0.2,8,1,0,8,1
2021/1/16,河口湖,土,4.5,8,1,0.0,8,1
2021/1/17,河口湖,日,0.6,8,1,0,8,1
2021/1/18,河口湖,月,-0.9,8,1,0,8,1
2021/1/19,河口湖,火,-0.2,8,1,0,8,1
2021/1/20,河口湖,水,-1.1,8,1,0,8,1
2021/1/21,河口湖,木,1.7,8,1,0,8,1
2021/1/22,河口湖,金,4.8,8,1,0.0,8,1
2021/1/23,河口湖,土,2.2,8,1,15.0,8,1
2021/1/24,河口湖,日,0.3,8,1,12.5,8,1
2021/1/25,河口湖,月,0.9,8,1,1.5,8,1
2021/1/26,河口湖,火,0.5,8,1,0.0,8,1
2021/1/27,河口湖,水,7.6,8,1,3.5,8,1
2021/1/28,河口湖,木,0.0,8,1,8.0,8,1
2021/1/29,河口湖,金,-1.7,8,1,0,8,1
2021/1/30,河口湖,土,-2.3,8,1,0.0,8,1
2021/1/31,河口湖,日,-0.4,8,1,0,8,1
2021/2/1,河口湖,月,2.5,8,1,0.5,8,1
2021/2/2,河口湖,火,6.5,8,1,7.0,8,1
2021/2/3,河口湖,水,0.5,8,1,0,8,1
2021/2/4,河口湖,木,0.4,8,1,0,8,1
2021/2/5,河口湖,金,1.7,8,1,0,8,1
2021/2/6,河口湖,土,3.8,8,1,0,8,1
2021/2/7,河口湖,日,4.1,8,1,0,8,1
2021/2/8,河口湖,月,1.4,8,1,0,8,1
2021/2/9,河口湖,火,-2.2,8,1,0,8,1
2021/2/10,河口湖,水,0.2,8,1,0,8,1
2021/2/11,河口湖,木,3.5,8,1,0,8,1
2021/2/12,河口湖,金,2.6,8,1,0,8,1
2021/2/13,河口湖,土,3.7,8,1,0,5,1
2021/2/14,河口湖,日,6.9,8,1,0.0,5,1
2021/2/15,河口湖,月,7.0,8,1,51.0,8,1
2021/2/16,河口湖,火,3.4,5,1,0,5,1
2021/2/17,河口湖,水,-0.1,8,1,0,8,1
2021/2/18,河口湖,木,-3.1,8,1,0,8,1
2021/2/19,河口湖,金,0.7,8,1,0,8,1
2021/2/20,河口湖,土,4.9,8,1,0,8,1
2021/2/21,河口湖,日,8.5,8,1,0,8,1
2021/2/22,河口湖,月,7.9,8,1,0,8,1
2021/2/23,河口湖,火,7.9,8,1,0,8,1
2021/2/24,河口湖,水,2.2,8,1,0.0,8,1
2021/2/25,河口湖,木,1.0,8,1,0,8,1
2021/2/26,河口湖,金,2.8,8,1,0.0,8,1
2021/2/27,河口湖,土,1.8,8,1,0,8,1
2021/2/28,河口湖,日,1.0,8,1,0,8,1
2021/3/1,河口湖,月,5.6,8,1,0,8,1
2021/3/2,河口湖,火,9.9,8,1,7.5,8,1
2021/3/3,河口湖,水,3.4,8,1,0,8,1
2021/3/4,河口湖,木,3.4,8,1,0,8,1
2021/3/5,河口湖,金,4.9,8,1,4.0,8,1
2021/3/6,河口湖,土,9.7,8,1,0.0,8,1
2021/3/7,河口湖,日,2.5,8,1,0,8,1
2021/3/8,河口湖,月,3.5,8,1,3.0,8,1
2021/3/9,河口湖,火,4.8,8,1,0,8,1
2021/3/10,河口湖,水,7.7,8,1,0,8,1
2021/3/11,河口湖,木,5.3,8,1,0,8,1
2021/3/12,河口湖,金,6.5,8,1,4.0,8,1
2021/3/13,河口湖,土,4.6,8,1,53.5,8,1
2021/3/14,河口湖,日,7.6,8,1,0,8,1
2021/3/15,河口湖,月,6.8,8,1,0,8,1
2021/3/16,河口湖,火,8.8,8,1,0,8,1
2021/3/17,河口湖,水,7.7,8,1,0,8,1
2021/3/18,河口湖,木,7.3,8,1,0,8,1
2021/3/19,河口湖,金,8.3,8,1,0,8,1
2021/3/20,河口湖,土,9.1,8,1,0.0,8,1
2021/3/21,河口湖,日,13.2,8,1,53.5,8,1
2021/3/22,河口湖,月,6.7,8,1,9.0,8,1
2021/3/23,河口湖,火,3.6,8,1,0,8,1
