年月日,観測所,曜日,平均気温(℃),平均気温(℃)　品質情報,平均気温(℃)　均質番号,降水量の合計(mm),降水量の合計(mm)　品質情報,降水量の合計(mm)　均質番号
2021/3/24,河口湖,水,6.8,8,1,0,8,1
2021/3/25,河口湖,木,7.5,8,1,0,8,1
2021/3/26,河口湖,金,8.1,8,1,0,8,1
2021/3/27,河口湖,土,7.8,8,1,0,8,1
2021/3/28,河口湖,日,10.6,8,1,5.5,8,1
2021/3/29,河口湖,月,14.0,8,1,10.0,8,1
2021/3/30,河口湖,火,12.2,8,1,0,8,1
2021/3/31,河口湖,水,12.0,8,1,0,8,1
2021/4/1,河口湖,木,12.0,8,1,0.0,8,1
2021/4/2,河口湖,金,10.3,8,1,0.0,8,1
2021/4/3,河口湖,土,10.1,8,1,0.0,8,1
2021/4/4,河口湖,日,11.9,8,1,7.5,8,1
2021/4/5,河口湖,月,10.4,8,1,9.0,8,1
2021/4/6,河口湖,火,5.1,8,1,0,8,1
2021/4/7,河口湖,水,8.1,8,1,0.0,8,1
2021/4/8,河口湖,木,8.1,8,1,0,8,1
2021/4/9,河口湖,金,6.0,8,1,0.0,8,1
2021/4/10,河口湖,土,5.4,8,1,0,8,1
2021/4/11,河口湖,日,5.4,8,1,0,8,1
2021/4/12,河口湖,月,7.6,8,1,0,8,1
2021/4/13,河口湖,火,10.7,8,1,0.0,8,1
2021/4/14,河口湖,水,14.7,8,1,4.0,8,1
2021/4/15,河口湖,木,6.5,8,1,0,8,1
2021/4/16,河口湖,金,6.5,8,1,2.5,8,1
2021/4/17,河口湖,土,9.2,8,1,32.5,8,1
2021/4/18,河口湖,日,9.2,8,1,0.0,8,1
2021/4/19,河口湖,月,9.6,8,1,0,8,1
2021/4/20,河口湖,火,12.6,8,1,0,8,1
2021/4/21,河口湖,水,13.5,8,1,0,8,1
2021/4/22,河口湖,木,13.4,8,1,0,8,1
2021/4/23,河口湖,金,10.1,8,1,0,8,1
2021/4/24,河口湖,土,10.6,8,1,0,8,1
2021/4/25,河口湖,日,11.1,8,1,1.0,8,1
2021/4/26,河口湖,月,8.3,8,1,0,8,1
2021/4/27,河口湖,火,9.4,8,1,0,8,1
2021/4/28,河口湖,水,12.2,8,1,0.0,8,1
2021/4/29,河口湖,木,11.8,8,1,37.0,8,1
2021/4/30,河口湖,金,14.5,8,1,0.0,8,1
2021/5/1,河口湖,土,11.4,8,1,12.5,8,1
2021/5/2,河口湖,日,11.7,8,1,0.0,8,1
2021/5/3,河口湖,月,10.7,8,1,0,8,1
2021/5/4,河口湖,火,12.6,8,1,0,8,1
2021/5/5,河口湖,水,13.6,8,1,0.0,8,1
2021/5/6,河口湖,木,15.8,8,1,0.0,8,1
2021/5/7,河口湖,金,13.0,8,1,5.5,8,1
2021/5/8,河口湖,土,15.7,8,1,0,8,1
2021/5/9,河口湖,日,16.3,8,1,0,8,1
2021/5/10,河口湖,月,13.9,8,1,0.0,8,1
2021/5/11,河口湖,火,11.8,8,1,0.5,8,1
2021/5/12,河口湖,水,11.1,8,1,0.0,8,1
2021/5/13,河口湖,木,11.6,8,1,2.0,8,1
2021/5/14,河口湖,金,17.3,8,1,0,8,1
2021/5/15,河口湖,土,16.4,8,1,0,8,1
2021/5/16,河口湖,日,15.3,8,1,1.5,8,1
2021/5/17,河口湖,月,21.0,8,1,0.0,8,1
2021/5/18,河口湖,火,19.8,8,1,0.0,8,1
2020/3/1,大月,日,9.3,8,1,0.0,8,1
2020/3/2,大月,月,7.3,8,1,1.0,8,1
2020/3/3,大月,火,9.0,8,1,0.0,8,1
2020/3/4,大月,水,8.1,8,1,2.0,8,1
2020/3/5,大月,木,6.9,8,1,0.0,8,1
2020/3/6,大月,金,6.3,8,1,0.0,8,1
2020/3/7,大月,土,6.3,8,1,0.0,8,1
2020/3/8,大月,日,5.4,8,1,8.0,8,1
2020/3/9,大月,月,10.9,8,1,0.5,8,1
2020/3/10,大月,火,11.7,8,1,17.5,8,1
2020/3/11,大月,水,13.7,8,1,0.0,8,1
2020/3/12,大月,木,8.6,8,1,0.0,8,1
2020/3/13,大月,金,9.0,8,1,0.0,8,1
2020/3/14,大月,土,2.6,8,1,19.5,8,1
2020/3/15,大月,日,2.7,8,1,1.5,8,1
2020/3/16,大月,月,3.8,8,1,0.0,8,1
2020/3/17,大月,火,4.5,8,1,0.0,8,1
2020/3/18,大月,水,9.5,8,1,0.0,8,1
2020/3/19,大月,木,12.1,8,1,0.0,8,1
2020/3/20,大月,金,11.5,8,1,0.0,8,1
2020/3/21,大月,土,10.9,8,1,0.0,8,1
2020/3/22,大月,日,13.5,8,1,0.0,8,1
2020/3/23,大月,月,8.0,8,1,0.0,8,1
2020/3/24,大月,火,5.3,8,1,0.0,8,1
2020/3/25,大月,水,6.4,8,1,0.0,8,1
2020/3/26,大月,木,11.0,8,1,0.0,8,1
2020/3/27,大月,金,14.4,8,1,0.0,8,1
2020/3/28,大月,土,15.2,8,1,6.5,8,1
2020/3/29,大月,日,2.5,8,1,48.0,8,1
2020/3/30,大月,月,4.2,8,1,0.0,8,1
2020/3/31,大月,火,7.4,8,1,1.0,8,1
2020/4/1,大月,水,9.9,8,1,16.5,8,1
2020/4/2,大月,木,12.4,8,1,0.0,8,1
2020/4/3,大月,金,9.0,8,1,0.0,8,1
2020/4/4,大月,土,11.5,8,1,0.0,8,1
2020/4/5,大月,日,7.8,8,1,0.0,8,1
2020/4/6,大月,月,9.4,8,1,0.0,8,1
2020/4/7,大月,火,9.2,8,1,0.0,8,1
2020/4/8,大月,水,10.5,8,1,0.0,8,1
2020/4/9,大月,木,10.6,8,1,0.0,8,1
2020/4/10,大月,金,9.7,8,1,0.0,8,1
2020/4/11,大月,土,8.8,8,1,0.0,8,1
2020/4/12,大月,日,8.3,8,1,5.0,8,1
2020/4/13,大月,月,5.0,8,1,68.5,8,1
2020/4/14,大月,火,8.4,8,1,0.0,8,1
2020/4/15,大月,水,11.4,8,1,0.0,8,1
2020/4/16,大月,木,9.8,8,1,1.0,8,1
2020/4/17,大月,金,9.9,8,1,0.5,8,1
2020/4/18,大月,土,10.1,8,1,49.0,8,1
2020/4/19,大月,日,14.0,8,1,0.0,8,1
2020/4/20,大月,月,9.1,8,1,12.0,8,1
2020/4/21,大月,火,13.3,8,1,0.0,8,1
2020/4/22,大月,水,11.4,8,1,0.0,8,1
2020/4/23,大月,木,8.6,8,1,2.0,8,1
2020/4/24,大月,金,8.8,8,1,0.0,8,1
2020/4/25,大月,土,10.3,8,1,0.0,8,1
2020/4/26,大月,日,15.6,8,1,0.0,8,1
2020/4/27,大月,月,11.1,8,1,0.5,8,1
2020/4/28,大月,火,11.6,8,1,0.0,8,1
2020/4/29,大月,水,13.9,8,1,0.0,8,1
2020/4/30,大月,木,15.4,8,1,0.0,8,1
2020/5/1,大月,金,17.7,8,1,0.0,8,1
2020/5/2,大月,土,20.5,8,1,0.0,8,1
2020/5/3,大月,日,20.8,8,1,0.0,8,1
2020/5/4,大月,月,17.9,8,1,1.0,8,1
2020/5/5,大月,火,20.2,8,1,0.0,8,1
2020/5/6,大月,水,14.8,8,1,12.0,8,1
2020/5/7,大月,木,15.8,8,1,0.5,8,1
2020/5/8,大月,金,13.4,8,1,0.0,8,1
2020/5/9,大月,土,14.6,8,1,0.0,8,1
2020/5/10,大月,日,20.5,8,1,0.0,8,1
2020/5/11,大月,月,22.6,8,1,0.0,8,1
2020/5/12,大月,火,19.7,8,1,0.0,8,1
2020/5/13,大月,水,19.5,8,1,0.0,8,1
2020/5/14,大月,木,18.4,8,1,0.0,8,1
2020/5/15,大月,金,19.4,8,1,0.0,8,1
2020/5/16,大月,土,16.6,8,1,6.5,8,1
2020/5/17,大月,日,20.5,8,1,0.5,8,1
2020/5/18,大月,月,18.1,8,1,3.0,8,1
2020/5/19,大月,火,17.0,8,1,36.0,8,1
2020/5/20,大月,水,12.4,8,1,0.5,8,1
2020/5/21,大月,木,11.7,8,1,0.0,8,1
2020/5/22,大月,金,15.0,8,1,0.0,8,1
2020/5/23,大月,土,17.7,8,1,0.0,8,1
2020/5/24,大月,日,18.9,8,1,0.0,8,1
2020/5/25,大月,月,19.4,8,1,0.0,8,1
2020/5/26,大月,火,18.6,8,1,3.0,8,1
2020/5/27,大月,水,19.8,8,1,0.0,8,1
2020/5/28,大月,木,18.3,8,1,0.0,8,1
2020/5/29,大月,金,18.2,8,1,0.0,8,1
2020/5/30,大月,土,17.7,8,1,6.5,8,1
2020/5/31,大月,日,16.3,8,1,0.5,8,1
2020/6/1,大月,月,17.8,8,1,0.5,8,1
2020/6/2,大月,火,21.6,8,1,0.0,8,1
2020/6/3,大月,水,22.5,8,1,0.0,8,1
2020/6/4,大月,木,21.2,8,1,0.0,8,1
2020/6/5,大月,金,23.2,8,1,0.0,8,1
2020/6/6,大月,土,21.9,8,1,28.0,8,1
2020/6/7,大月,日,20.5,8,1,5.0,8,1
2020/6/8,大月,月,21.9,8,1,0.0,8,1
2020/6/9,大月,火,24.1,8,1,0.0,8,1
2020/6/10,大月,水,24.6,8,1,0.0,8,1
2020/6/11,大月,木,23.2,8,1,9.5,8,1
2020/6/12,大月,金,25.3,8,1,23.0,8,1
2020/6/13,大月,土,20.9,8,1,13.5,8,1
2020/6/14,大月,日,21.1,8,1,3.5,8,1
2020/6/15,大月,月,24.6,8,1,0.0,8,1
2020/6/16,大月,火,24.2,8,1,0.0,8,1
2020/6/17,大月,水,21.8,8,1,0.0,8,1
2020/6/18,大月,木,19.0,8,1,4.0,8,1
2020/6/19,大月,金,16.6,8,1,38.0,8,1
2020/6/20,大月,土,21.6,8,1,0.0,8,1
2020/6/21,大月,日,20.7,8,1,0.0,8,1
2020/6/22,大月,月,17.3,8,1,19.5,8,1
2020/6/23,大月,火,21.2,8,1,0.5,8,1
2020/6/24,大月,水,22.3,8,1,0.5,8,1
2020/6/25,大月,木,21.2,8,1,12.0,8,1
2020/6/26,大月,金,24.6,8,1,0.0,8,1
2020/6/27,大月,土,24.7,8,1,0.0,8,1
2020/6/28,大月,日,20.5,8,1,26.5,8,1
2020/6/29,大月,月,21.3,8,1,0.0,8,1
2020/6/30,大月,火,20.3,8,1,34.5,8,1
2020/7/1,大月,水,23.1,8,1,31.0,8,1
2020/7/2,大月,木,24.5,8,1,0.0,8,1
2020/7/3,大月,金,21.5,8,1,20.0,8,1
2020/7/4,大月,土,21.9,8,1,38.5,8,1
2020/7/5,大月,日,23.0,8,1,1.5,8,1
2020/7/6,大月,月,22.6,8,1,35.5,8,1
2020/7/7,大月,火,24.1,8,1,11.5,8,1
2020/7/8,大月,水,22.9,8,1,20.5,8,1
2020/7/9,大月,木,22.3,8,1,20.5,8,1
2020/7/10,大月,金,22.7,8,1,0.5,8,1
2020/7/11,大月,土,25.8,8,1,8.0,8,1
2020/7/12,大月,日,24.2,8,1,3.5,8,1
2020/7/13,大月,月,19.3,8,1,3.5,8,1
2020/7/14,大月,火,20.1,8,1,3.0,8,1
2020/7/15,大月,水,20.2,8,1,2.0,8,1
2020/7/16,大月,木,20.1,8,1,1.0,8,1
2020/7/17,大月,金,19.0,8,1,24.0,8,1
2020/7/18,大月,土,20.0,8,1,8.5,8,1
2020/7/19,大月,日,24.4,8,1,0.0,8,1
2020/7/20,大月,月,24.3,8,1,4.0,8,1
2020/7/21,大月,火,24.5,8,1,2.5,8,1
2020/7/22,大月,水,25.4,8,1,2.5,8,1
2020/7/23,大月,木,21.6,8,1,4.5,8,1
2020/7/24,大月,金,22.7,8,1,0.5,8,1
2020/7/25,大月,土,22.1,8,1,76.0,8,1
2020/7/26,大月,日,22.4,8,1,27.5,8,1
2020/7/27,大月,月,23.9,8,1,0.5,8,1
2020/7/28,大月,火,23.9,8,1,1.5,8,1
2020/7/29,大月,水,21.7,8,1,0.0,8,1
2020/7/30,大月,木,21.3,8,1,2.0,8,1
2020/7/31,大月,金,23.7,8,1,5.0,8,1
2020/8/1,大月,土,23.3,8,1,2.0,8,1
2020/8/2,大月,日,24.0,8,1,0.0,8,1
2020/8/3,大月,月,24.7,8,1,0.5,8,1
2020/8/4,大月,火,25.7,8,1,0.5,8,1
2020/8/5,大月,水,26.9,8,1,0.0,8,1
2020/8/6,大月,木,26.6,8,1,0.0,8,1
2020/8/7,大月,金,27.0,8,1,0.0,8,1
2020/8/8,大月,土,26.3,8,1,0.0,8,1
2020/8/9,大月,日,27.3,8,1,0.0,8,1
2020/8/10,大月,月,27.7,8,1,0.0,8,1
2020/8/11,大月,火,29.7,8,1,0.0,8,1
2020/8/12,大月,水,27.5,8,1,24.0,8,1
2020/8/13,大月,木,27.3,8,1,0.0,8,1
2020/8/14,大月,金,27.3,8,1,0.0,8,1
2020/8/15,大月,土,28.7,8,1,0.0,8,1
2020/8/16,大月,日,28.9,8,1,2.0,8,1
2020/8/17,大月,月,28.2,8,1,0.0,8,1
2020/8/18,大月,火,27.2,5,1,0.0,8,1
2020/8/19,大月,水,27.3,8,1,0.0,8,1
2020/8/20,大月,木,27.8,8,1,0.0,8,1
2020/8/21,大月,金,28.0,8,1,0.0,8,1
2020/8/22,大月,土,26.5,8,1,0.0,8,1
2020/8/23,大月,日,24.7,8,1,0.0,8,1
2020/8/24,大月,月,25.5,8,1,0.0,8,1
2020/8/25,大月,火,26.3,8,1,0.0,8,1
2020/8/26,大月,水,26.7,8,1,0.0,8,1
2020/8/27,大月,木,26.1,8,1,6.0,8,1
2020/8/28,大月,金,25.2,8,1,0.0,8,1
2020/8/29,大月,土,27.3,8,1,0.0,8,1
2020/8/30,大月,日,27.7,8,1,0.0,8,1
2020/8/31,大月,月,25.8,8,1,12.5,8,1
2020/9/1,大月,火,23.1,8,1,1.0,8,1
2020/9/2,大月,水,24.2,8,1,7.0,8,1
2020/9/3,大月,木,25.0,8,1,4.5,8,1
2020/9/4,大月,金,26.8,8,1,0.0,8,1
2020/9/5,大月,土,26.1,8,1,47.0,8,1
2020/9/6,大月,日,23.5,8,1,49.5,8,1
2020/9/7,大月,月,23.7,8,1,4.0,8,1
2020/9/8,大月,火,25.0,8,1,0.0,8,1
2020/9/9,大月,水,25.3,8,1,0.0,8,1
2020/9/10,大月,木,23.4,8,1,0.5,8,1
2020/9/11,大月,金,24.5,8,1,0.0,8,1
2020/9/12,大月,土,21.9,8,1,2.0,8,1
2020/9/13,大月,日,23.0,8,1,0.0,8,1
2020/9/14,大月,月,23.0,8,1,0.0,8,1
2020/9/15,大月,火,22.3,8,1,0.0,8,1
2020/9/16,大月,水,21.9,8,1,0.0,8,1
2020/9/17,大月,木,23.4,8,1,0.0,8,1
2020/9/18,大月,金,24.9,8,1,0.0,8,1
2020/9/19,大月,土,22.6,8,1,0.0,8,1
2020/9/20,大月,日,19.5,8,1,1.5,8,1
2020/9/21,大月,月,20.2,8,1,0.0,8,1
2020/9/22,大月,火,20.0,8,1,0.0,8,1
2020/9/23,大月,水,18.1,8,1,7.5,8,1
2020/9/24,大月,木,16.8,8,1,9.0,8,1
2020/9/25,大月,金,17.9,8,1,19.0,8,1
2020/9/26,大月,土,18.1,8,1,0.0,8,1
2020/9/27,大月,日,18.3,8,1,25.0,8,1
2020/9/28,大月,月,19.1,8,1,0.0,8,1
2020/9/29,大月,火,16.3,8,1,0.0,8,1
2020/9/30,大月,水,16.4,8,1,0.0,8,1
2020/10/1,大月,木,17.0,8,1,0.0,8,1
2020/10/2,大月,金,18.6,8,1,0.0,8,1
2020/10/3,大月,土,19.1,8,1,0.0,8,1
2020/10/4,大月,日,18.6,8,1,0.0,8,1
2020/10/5,大月,月,19.5,8,1,0.0,8,1
2020/10/6,大月,火,17.1,8,1,0.0,8,1
2020/10/7,大月,水,14.8,8,1,14.5,8,1
2020/10/8,大月,木,13.0,8,1,58.5,8,1
2020/10/9,大月,金,13.4,8,1,53.0,8,1
2020/10/10,大月,土,14.7,8,1,96.0,8,1
2020/10/11,大月,日,18.6,8,1,0.5,8,1
2020/10/12,大月,月,20.1,8,1,0.0,8,1
2020/10/13,大月,火,19.4,8,1,2.0,8,1
2020/10/14,大月,水,16.4,8,1,0.0,8,1
2020/10/15,大月,木,15.2,8,1,0.0,8,1
2020/10/16,大月,金,13.3,8,1,0.0,8,1
2020/10/17,大月,土,10.0,8,1,22.0,8,1
2020/10/18,大月,日,11.7,8,1,0.0,8,1
2020/10/19,大月,月,9.3,8,1,7.5,8,1
2020/10/20,大月,火,11.4,8,1,0.0,8,1
2020/10/21,大月,水,10.9,8,1,0.0,8,1
2020/10/22,大月,木,14.0,8,1,0.5,8,1
2020/10/23,大月,金,15.1,8,1,9.0,8,1
2020/10/24,大月,土,12.9,8,1,0.0,8,1
2020/10/25,大月,日,10.3,8,1,0.0,8,1
2020/10/26,大月,月,11.7,8,1,0.0,8,1
2020/10/27,大月,火,12.8,8,1,0.0,8,1
2020/10/28,大月,水,12.9,8,1,0.0,8,1
2020/10/29,大月,木,13.1,8,1,0.0,8,1
2020/10/30,大月,金,11.0,8,1,0.0,8,1
2020/10/31,大月,土,8.3,8,1,0.0,8,1
2020/11/1,大月,日,9.5,8,1,0.0,8,1
2020/11/2,大月,月,12.7,8,1,1.0,8,1
2020/11/3,大月,火,13.3,8,1,4.0,8,1
2020/11/4,大月,水,9.8,8,1,0.0,8,1
2020/11/5,大月,木,8.5,8,1,0.0,8,1
2020/11/6,大月,金,9.5,8,1,0.0,8,1
2020/11/7,大月,土,12.4,8,1,1.0,8,1
2020/11/8,大月,日,13.9,8,1,0.0,8,1
2020/11/9,大月,月,10.1,8,1,0.0,8,1
2020/11/10,大月,火,7.6,8,1,0.0,8,1
2020/11/11,大月,水,7.1,8,1,0.0,8,1
2020/11/12,大月,木,6.2,8,1,0.0,8,1
2020/11/13,大月,金,9.8,8,1,0.0,8,1
2020/11/14,大月,土,9.4,8,1,0.0,8,1
2020/11/15,大月,日,8.8,8,1,0.0,8,1
2020/11/16,大月,月,11.5,8,1,0.0,8,1
2020/11/17,大月,火,10.2,8,1,0.0,8,1
2020/11/18,大月,水,10.9,5,1,0.0,8,1
2020/11/19,大月,木,15.7,8,1,0.0,8,1
2020/11/20,大月,金,17.8,8,1,0.5,8,1
2020/11/21,大月,土,13.3,8,1,0.0,8,1
2020/11/22,大月,日,10.1,8,1,0.0,8,1
2020/11/23,大月,月,12.5,8,1,0.0,8,1
2020/11/24,大月,火,8.6,8,1,0.0,8,1
2020/11/25,大月,水,10.0,8,1,0.5,8,1
2020/11/26,大月,木,12.1,8,1,0.0,8,1
2020/11/27,大月,金,9.6,8,1,0.0,8,1
2020/11/28,大月,土,9.4,8,1,0.0,8,1
2020/11/29,大月,日,5.4,8,1,0.0,8,1
2020/11/30,大月,月,4.9,8,1,0.0,8,1
2020/12/1,大月,火,5.3,8,1,0.0,8,1
2020/12/2,大月,水,4.9,8,1,0.0,8,1
2020/12/3,大月,木,7.4,8,1,0.0,8,1
2020/12/4,大月,金,7.2,8,1,0.0,8,1
2020/12/5,大月,土,6.5,8,1,0.0,8,1
2020/12/6,大月,日,6.8,8,1,0.0,8,1
2020/12/7,大月,月,5.8,8,1,0.0,8,1
2020/12/8,大月,火,7.4,8,1,0.0,8,1
2020/12/9,大月,水,5.5,8,1,0.0,8,1
2020/12/10,大月,木,5.1,8,1,0.0,8,1
2020/12/11,大月,金,5.8,8,1,0.0,8,1
2020/12/12,大月,土,6.8,8,1,0.0,8,1
2020/12/13,大月,日,5.7,8,1,0.0,8,1
2020/12/14,大月,月,5.0,8,1,0.0,8,1
2020/12/15,大月,火,2.3,8,1,0.0,8,1
2020/12/16,大月,水,1.7,8,1,0.0,8,1
2020/12/17,大月,木,0.7,8,1,0.0,8,1
2020/12/18,大月,金,1.4,8,1,0.0,8,1
2020/12/19,大月,土,1.3,8,1,0.0,8,1
2020/12/20,大月,日,0.8,8,1,0.0,8,1
2020/12/21,大月,月,0.2,8,1,0.0,8,1
2020/12/22,大月,火,0.8,8,1,0.0,8,1
2020/12/23,大月,水,2.6,8,1,0.0,8,1
2020/12/24,大月,木,4.0,8,1,0.0,8,1
2020/12/25,大月,金,5.8,8,1,0.0,8,1
2020/12/26,大月,土,3.1,8,1,0.0,8,1
2020/12/27,大月,日,2.7,8,1,0.0,8,1
2020/12/28,大月,月,5.1,8,1,0.0,8,1
2020/12/29,大月,火,4.0,8,1,0.0,8,1
2020/12/30,大月,水,5.9,8,1,0.5,8,1
2020/12/31,大月,木,0.4,8,1,0.0,8,1
2021/1/1,大月,金,0.9,8,1,0.0,8,1
2021/1/2,大月,土,0.8,8,1,0.0,8,1
2021/1/3,大月,日,-0.7,8,1,0.0,8,1
2021/1/4,大月,月,2.1,8,1,0.0,8,1
2021/1/5,大月,火,1.9,8,1,0.0,8,1
2021/1/6,大月,水,1.2,8,1,0.0,8,1
2021/1/7,大月,木,2.6,8,1,0.0,8,1
2021/1/8,大月,金,-1.3,8,1,0.0,8,1
2021/1/9,大月,土,-2.8,8,1,0.0,8,1
2021/1/10,大月,日,-1.9,8,1,0.0,8,1
2021/1/11,大月,月,-2.0,8,1,0.0,8,1
2021/1/12,大月,火,-0.4,8,1,2.0,8,1
2021/1/13,大月,水,0.9,8,1,0.0,8,1
2021/1/14,大月,木,2.8,8,1,0.0,8,1
2021/1/15,大月,金,1.6,8,1,0.0,8,1
2021/1/16,大月,土,4.7,8,1,0.0,8,1
2021/1/17,大月,日,2.7,8,1,0.0,8,1
2021/1/18,大月,月,-0.4,8,1,0.0,8,1
2021/1/19,大月,火,1.2,8,1,0.0,8,1
2021/1/20,大月,水,-3.1,4,1,0.0,8,1
2021/1/21,大月,木,0.8,8,1,0.0,8,1
2021/1/22,大月,金,4.9,8,1,0.0,8,1
2021/1/23,大月,土,3.5,8,1,20.5,8,1
2021/1/24,大月,日,1.0,8,1,17.5,8,1
2021/1/25,大月,月,3.9,8,1,2.0,8,1
2021/1/26,大月,火,3.2,8,1,0.5,8,1
2021/1/27,大月,水,7.3,8,1,0.0,8,1
2021/1/28,大月,木,2.3,8,1,5.5,8,1
2021/1/29,大月,金,2.1,8,1,0.0,8,1
2021/1/30,大月,土,2.3,8,1,0.0,8,1
2021/1/31,大月,日,1.6,8,1,0.0,8,1
2021/2/1,大月,月,5.5,8,1,0.0,8,1
2021/2/2,大月,火,8.9,8,1,2.0,8,1
2021/2/3,大月,水,2.6,8,1,0.0,8,1
2021/2/4,大月,木,3.2,8,1,0.0,8,1
2021/2/5,大月,金,4.4,8,1,0.0,8,1
2021/2/6,大月,土,4.9,8,1,0.0,8,1
2021/2/7,大月,日,6.8,8,1,0.0,8,1
2021/2/8,大月,月,3.8,8,1,0.0,8,1
2021/2/9,大月,火,1.4,8,1,0.0,8,1
2021/2/10,大月,水,1.7,8,1,0.0,8,1
2021/2/11,大月,木,5.7,8,1,0.0,8,1
2021/2/12,大月,金,3.8,8,1,0.0,8,1
2021/2/13,大月,土,5.7,8,1,0.0,8,1
2021/2/14,大月,日,8.4,8,1,0.0,8,1
2021/2/15,大月,月,9.3,8,1,44.5,8,1
2021/2/16,大月,火,7.1,8,1,0.0,8,1
2021/2/17,大月,水,3.1,8,1,0.0,8,1
2021/2/18,大月,木,1.1,8,1,0.0,8,1
2021/2/19,大月,金,2.9,8,1,0.0,8,1
2021/2/20,大月,土,7.6,8,1,0.0,8,1
2021/2/21,大月,日,10.3,8,1,0.0,8,1
2021/2/22,大月,月,11.0,8,1,0.0,8,1
2021/2/23,大月,火,9.2,8,1,0.0,8,1
2021/2/24,大月,水,3.5,8,1,0.0,8,1
2021/2/25,大月,木,2.8,8,1,0.0,8,1
2021/2/26,大月,金,4.9,8,1,0.0,8,1
2021/2/27,大月,土,2.5,8,1,0.0,8,1
2021/2/28,大月,日,2.8,8,1,0.0,8,1
2021/3/1,大月,月,8.0,8,1,0.0,8,1
2021/3/2,大月,火,11.5,8,1,4.0,8,1
2021/3/3,大月,水,6.3,8,1,0.0,8,1
2021/3/4,大月,木,6.9,8,1,0.0,8,1
2021/3/5,大月,金,8.0,8,1,3.5,8,1
2021/3/6,大月,土,12.0,8,1,0.0,8,1
2021/3/7,大月,日,5.6,8,1,0.0,8,1
2021/3/8,大月,月,5.8,8,1,1.0,8,1
2021/3/9,大月,火,7.0,8,1,0.0,8,1
2021/3/10,大月,水,9.4,8,1,0.0,8,1
2021/3/11,大月,木,6.8,8,1,0.0,8,1
2021/3/12,大月,金,8.9,8,1,0.5,8,1
2021/3/13,大月,土,6.9,8,1,32.0,8,1
2021/3/14,大月,日,9.8,8,1,0.0,8,1
2021/3/15,大月,月,9.0,8,1,0.0,8,1
2021/3/16,大月,火,11.6,8,1,0.0,8,1
2021/3/17,大月,水,10.1,8,1,0.0,8,1
2021/3/18,大月,木,9.3,8,1,0.0,8,1
2021/3/19,大月,金,11.2,8,1,0.0,8,1
2021/3/20,大月,土,11.9,8,1,0.0,8,1
2021/3/21,大月,日,13.3,8,1,54.5,8,1
2021/3/22,大月,月,9.2,8,1,11.0,8,1
2021/3/23,大月,火,6.4,8,1,0.0,8,1
2021/3/24,大月,水,9.8,8,1,0.0,8,1
2021/3/25,大月,木,9.8,8,1,0.0,8,1
2021/3/26,大月,金,10.0,8,1,0.0,8,1
2021/3/27,大月,土,9.8,8,1,0.0,8,1
2021/3/28,大月,日,12.4,8,1,1.5,8,1
2021/3/29,大月,月,16.1,8,1,18.0,8,1
2021/3/30,大月,火,15.9,8,1,0.0,8,1
2021/3/31,大月,水,15.5,8,1,0.0,8,1
2021/4/1,大月,木,15.1,8,1,0.5,8,1
2021/4/2,大月,金,12.8,8,1,0.0,8,1
2021/4/3,大月,土,13.9,8,1,0.0,8,1
2021/4/4,大月,日,14.2,8,1,2.0,8,1
2021/4/5,大月,月,11.9,8,1,5.0,8,1
2021/4/6,大月,火,8.6,8,1,0.0,8,1
2021/4/7,大月,水,11.0,8,1,0.0,8,1
2021/4/8,大月,木,10.3,8,1,0.0,8,1
2021/4/9,大月,金,9.4,8,1,0.0,8,1
2021/4/10,大月,土,8.3,8,1,0.0,8,1
2021/4/11,大月,日,8.6,8,1,0.0,8,1
2021/4/12,大月,月,11.2,8,1,0.0,8,1
2021/4/13,大月,火,12.8,8,1,0.0,8,1
2021/4/14,大月,水,14.4,8,1,15.0,8,1
2021/4/15,大月,木,8.9,8,1,0.0,8,1
2021/4/16,大月,金,10.1,8,1,1.0,8,1
2021/4/17,大月,土,11.1,8,1,31.0,8,1
2021/4/18,大月,日,12.5,8,1,0.0,8,1
2021/4/19,大月,月,12.6,8,1,0.0,8,1
2021/4/20,大月,火,14.2,8,1,0.0,8,1
2021/4/21,大月,水,14.9,8,1,0.0,8,1
2021/4/22,大月,木,15.5,8,1,0.0,8,1
2021/4/23,大月,金,12.9,8,1,0.0,8,1
2021/4/24,大月,土,12.5,8,1,0.0,8,1
2021/4/25,大月,日,12.7,8,1,0.0,8,1
2021/4/26,大月,月,11.2,8,1,0.0,8,1
2021/4/27,大月,火,11.9,8,1,0.0,8,1
2021/4/28,大月,水,15.3,8,1,0.0,8,1
2021/4/29,大月,木,14.1,8,1,20.5,8,1
2021/4/30,大月,金,17.6,8,1,0.0,8,1
2021/5/1,大月,土,14.2,8,1,11.0,8,1
2021/5/2,大月,日,14.5,8,1,0.0,8,1
2021/5/3,大月,月,14.4,8,1,0.0,8,1
2021/5/4,大月,火,15.0,8,1,0.0,8,1
2021/5/5,大月,水,16.8,8,1,0.0,8,1
2021/5/6,大月,木,18.9,8,1,0.0,8,1
2021/5/7,大月,金,14.7,8,1,5.5,8,1
2021/5/8,大月,土,17.3,8,1,0.0,8,1
2021/5/9,大月,日,18.9,8,1,0.0,8,1
2021/5/10,大月,月,17.0,8,1,0.0,8,1
2021/5/11,大月,火,14.4,8,1,0.0,8,1
2021/5/12,大月,水,13.9,8,1,0.0,8,1
