Date,Code,Pref,newcaseday,Totalcase,newdeath,totaldeath,Test,Kyugyo,emergency,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,Rt,Treat,Post
2020-04-24,14,神奈川県,32,907,0,24,,1,1,-40,4,16,-50,-39,22,0.8,0,0
2020-04-25,14,神奈川県,31,938,1,25,,1,1,-46,-2,-1,-55,-33,16,0.84,0,0
2020-04-26,14,神奈川県,16,954,1,26,,1,1,-50,-10,-4,-58,-33,14,0.8,0,0
2020-04-27,14,神奈川県,7,961,1,27,,1,1,-42,-9,-15,-50,-39,21,0.76,0,0
2020-04-28,14,神奈川県,11,972,2,29,,1,1,-32,6,12,-49,-41,20,0.76,0,0
2020-04-29,14,神奈川県,25,997,3,32,,1,1,-34,-3,51,-67,-71,28,0.81,0,0
2020-04-30,14,神奈川県,26,1023,2,34,,1,1,-35,9,26,-50,-45,23,0.8,0,0
2020-05-01,14,神奈川県,15,1038,3,37,,1,1,-39,4,23,-52,-47,25,0.74,0,0
2020-05-02,14,神奈川県,36,1074,2,39,,1,1,-48,-4,1,-56,-37,17,0.8,0,0
2020-05-03,14,神奈川県,23,1097,3,42,,1,1,-49,-6,0,-56,-35,13,0.87,0,0
2020-05-04,14,神奈川県,10,1107,3,45,,1,1,-39,-10,-7,-70,-77,34,0.92,0,0
2020-05-05,14,神奈川県,14,1121,1,46,,1,1,-31,4,46,-68,-77,33,0.95,0,0
2020-05-06,14,神奈川県,7,1128,1,47,,1,1,-46,-17,-15,-72,-76,34,0.86,0,0
2020-05-07,14,神奈川県,13,1141,0,47,,0,1,-36,6,18,-45,-37,20,0.85,0,0
2020-05-08,14,神奈川県,7,1148,3,50,,0,1,-39,3,23,-47,-38,22,0.88,0,0
2020-05-09,14,神奈川県,8,1156,1,51,,0,1,-43,-2,-4,-51,-27,15,0.7,0,0
2020-05-10,14,神奈川県,13,1169,2,53,,0,1,-45,-8,-22,-54,-29,13,0.61,0,0
2020-05-11,14,神奈川県,7,1176,4,57,,0,1,-39,-2,11,-44,-34,18,0.59,0,0
2020-05-12,14,神奈川県,15,1191,2,59,,0,1,-37,2,14,-46,-37,19,0.58,0,0
2020-05-13,14,神奈川県,10,1201,3,62,,0,1,-37,0,20,-47,-37,19,0.66,0,0
2020-05-14,14,神奈川県,32,1233,1,63,,0,1,-37,2,19,-47,-37,19,0.84,0,0
2020-05-15,14,神奈川県,16,1249,1,64,,0,1,-37,4,15,-46,-36,21,0.94,0,0
2020-05-16,14,神奈川県,12,1261,0,64,,0,1,-51,-21,-64,-59,-32,18,1.19,0,0
2020-05-17,14,神奈川県,5,1266,0,64,,0,1,-37,3,14,-49,-26,11,1.24,0,0
2020-05-18,14,神奈川県,8,1274,4,68,,0,1,-40,-6,-15,-45,-34,19,1.28,0,0
2020-05-19,14,神奈川県,8,1282,0,68,,0,1,-40,-8,-31,-49,-38,21,1.21,0,0
2020-05-20,14,神奈川県,21,1303,1,69,,0,1,-34,1,-1,-46,-36,19,1.24,0,0
2020-05-21,14,神奈川県,10,1313,2,71,,0,1,-38,-3,-19,-47,-36,20,0.9,0,0
2020-05-22,14,神奈川県,7,1320,2,73,,0,1,-36,1,5,-45,-34,21,0.78,0,0
2020-05-23,14,神奈川県,5,1325,2,75,,0,1,-35,0,-8,-48,-26,15,0.7,0,0
2020-05-24,14,神奈川県,5,1330,0,75,,0,1,-35,-2,17,-47,-24,11,0.74,0,0
2020-05-25,14,神奈川県,1,1331,1,76,,0,1,-29,1,15,-39,-32,17,0.68,0,0
2020-05-26,14,神奈川県,3,1334,2,78,,0,0,-30,-1,-1,-41,-32,18,0.67,0,0
2020-05-27,14,神奈川県,5,1339,1,79,,0,0,-26,2,23,-40,-31,16,0.51,0,0
2020-05-28,14,神奈川県,8,1347,3,82,,0,0,-26,3,15,-39,-31,17,0.54,0,0
2020-05-29,14,神奈川県,10,1357,2,84,,0,0,-26,4,17,-37,-29,17,0.63,0,0
2020-05-30,14,神奈川県,4,1361,1,85,,0,0,-24,5,7,-37,-20,11,0.66,0,0
2020-05-31,14,神奈川県,6,1367,1,86,,0,0,-28,0,-3,-39,-17,9,0.68,0,0
2020-06-01,14,神奈川県,1,1368,0,86,,0,0,-29,-9,-35,-30,-22,13,0.73,0,0
2020-06-02,14,神奈川県,3,1371,0,86,,0,0,-20,6,11,-30,-23,13,0.78,0,0
2020-06-03,14,神奈川県,2,1373,1,87,,0,0,-22,3,18,-31,-24,13,0.91,0,0
2020-06-04,14,神奈川県,6,1379,0,87,,0,0,-22,5,15,-31,-24,13,0.96,0,0
2020-06-05,14,神奈川県,6,1385,0,87,,0,0,-22,3,11,-31,-24,14,0.82,0,0
2020-06-06,14,神奈川県,5,1390,0,87,,0,0,-20,2,2,-33,-18,10,0.86,0,0
2020-06-07,14,神奈川県,5,1395,0,87,,0,0,-19,2,13,-34,-15,7,0.82,0,0
2020-06-08,14,神奈川県,0,1395,1,88,,0,0,-20,-1,9,-28,-21,12,0.8,0,0
2020-06-09,14,神奈川県,1,1396,1,89,,0,0,-18,3,12,-29,-22,12,0.76,0,0
2020-06-10,14,神奈川県,0,1396,0,89,,0,0,-18,3,18,-28,-22,12,0.76,0,0
2020-06-11,14,神奈川県,1,1397,0,89,,0,0,-24,-8,-21,-31,-24,14,0.66,0,0
2020-06-12,14,神奈川県,3,1400,1,90,,0,0,-19,1,3,-29,-23,14,0.64,0,0
2020-06-13,14,神奈川県,6,1406,0,90,,0,0,-25,-13,-50,-37,-20,12,0.65,0,0
2020-06-14,14,神奈川県,0,1406,0,90,,0,0,-19,-3,-34,-35,-15,8,0.51,0,0
2020-06-15,14,神奈川県,3,1409,1,91,,0,0,-14,2,6,-24,-20,10,0.63,0,0
2020-06-16,14,神奈川県,2,1411,2,93,,0,0,-11,4,14,-26,-21,11,0.69,0,0
2020-06-17,14,神奈川県,7,1418,0,93,,0,0,-13,2,23,-26,-21,11,0.97,0,0
2020-06-18,14,神奈川県,6,1424,0,93,,0,0,-16,0,-2,-27,-21,12,1.34,0,0
2020-06-19,14,神奈川県,2,1426,1,94,,0,0,-23,-13,-41,-29,-24,14,1.48,0,0
2020-06-20,14,神奈川県,5,1431,0,94,,0,0,-9,7,19,-22,-14,6,1.38,0,0
2020-06-21,14,神奈川県,0,1431,0,94,,0,0,-13,0,7,-26,-12,5,1.8,0,0
2020-06-22,14,神奈川県,0,1431,0,94,,0,0,-23,-14,-36,-25,-21,12,1.38,0,0
2020-06-23,14,神奈川県,1,1432,0,94,,0,0,-10,4,10,-23,-20,10,1.27,0,0
2020-06-24,14,神奈川県,4,1436,0,94,,0,0,-14,-1,10,-23,-20,10,0.87,0,0
2020-06-25,14,神奈川県,6,1442,2,96,,0,0,-13,2,-9,-22,-20,11,0.75,0,0
2020-06-26,14,神奈川県,7,1449,0,96,,0,0,-13,2,8,-22,-20,11,0.92,0,1
2020-06-27,14,神奈川県,4,1453,0,96,,0,0,-10,5,13,-21,-15,7,0.91,0,1
2020-06-28,14,神奈川県,10,1463,0,96,,0,0,-19,-7,-36,-32,-15,7,1.17,0,1
2020-06-29,14,神奈川県,6,1469,0,96,,0,0,-10,1,12,-20,-17,9,1.48,0,1
2020-06-30,14,神奈川県,31,1500,0,96,,0,0,-15,-3,-23,-23,-18,11,2.31,0,1
2020-07-01,14,神奈川県,8,1508,0,96,,0,0,-22,-10,-33,-25,-18,11,2.64,0,1
2020-07-02,14,神奈川県,11,1519,0,96,,0,0,-8,9,11,-20,-17,9,2.82,0,1
2020-07-03,14,神奈川県,24,1543,0,96,,0,0,-16,-1,-11,-22,-19,11,2.73,0,1
2020-07-04,14,神奈川県,20,1563,0,96,,0,0,-16,-3,-36,-29,-16,10,3.16,0,1
2020-07-05,14,神奈川県,21,1584,0,96,,0,0,-16,-1,-15,-30,-12,7,2.65,0,1
2020-07-06,14,神奈川県,11,1595,0,96,,0,0,-21,-9,-34,-22,-19,11,2.34,0,1
2020-07-07,14,神奈川県,8,1603,0,96,,0,0,-11,2,-11,-22,-19,10,1.35,0,1
2020-07-08,14,神奈川県,23,1626,1,97,,0,0,-16,-3,-13,-24,-19,10,1.47,0,1
2020-07-09,14,神奈川県,25,1651,0,97,,0,0,-16,-4,-27,-23,-19,11,1.47,0,1
2020-07-10,14,神奈川県,32,1683,0,97,,0,0,-12,3,-8,-22,-19,10,1.33,0,1
2020-07-11,14,神奈川県,35,1718,1,98,,0,0,-12,1,-14,-26,-14,8,1.27,0,1
2020-07-12,14,神奈川県,23,1741,0,98,,0,0,-11,3,4,-27,-11,6,1.21,0,1
2020-07-13,14,神奈川県,16,1757,0,98,,0,0,-16,-5,-21,-21,-18,9,1.21,0,1
2020-07-14,14,神奈川県,28,1785,0,98,,0,0,-14,-2,-22,-24,-20,11,1.49,0,1
2020-07-15,14,神奈川県,42,1827,0,98,,0,0,-14,-3,-18,-23,-18,10,1.44,0,1
2020-07-16,14,神奈川県,47,1874,0,98,,0,0,-9,7,5,-22,-18,9,1.45,0,1
2020-07-17,14,神奈川県,43,1917,0,98,,0,0,-19,-7,-33,-24,-20,12,1.44,0,1
2020-07-18,14,神奈川県,49,1966,0,98,,0,0,-16,0,-32,-30,-14,9,1.41,0,1
2020-07-19,14,神奈川県,30,1996,0,98,,0,0,-13,1,8,-30,-11,6,1.41,0,1
2020-07-20,14,神奈川県,11,2007,0,98,,0,0,-13,0,-4,-21,-17,9,1.36,0,1
2020-07-21,14,神奈川県,30,2037,0,98,,0,0,-8,5,3,-22,-18,9,1.28,0,1
2020-07-22,14,神奈川県,68,2105,0,98,,0,0,-7,3,-1,-20,-17,8,1.27,0,1
2020-07-23,14,神奈川県,53,2158,0,98,,0,0,-1,-1,-14,-48,-63,23,1.19,0,1
2020-07-24,14,神奈川県,28,2186,0,98,,0,0,-2,4,42,-47,-65,24,1.1,0,1
2020-07-25,14,神奈川県,18,2204,0,98,,0,0,-19,-4,-29,-31,-20,9,0.97,0,1
2020-07-26,14,神奈川県,33,2237,0,98,,0,0,-19,-5,-20,-30,-13,6,0.96,0,1
2020-07-27,14,神奈川県,14,2251,0,98,,0,0,-13,0,-8,-21,-18,9,0.98,0,1
2020-07-28,14,神奈川県,33,2284,0,98,,0,0,-12,-1,-16,-23,-19,10,0.98,0,1
2020-07-29,14,神奈川県,70,2354,1,99,,0,0,-13,0,-6,-25,-20,10,0.92,0,1
2020-07-30,14,神奈川県,76,2430,0,99,,0,0,-10,5,-1,-24,-19,10,0.97,0,1
2020-07-31,14,神奈川県,53,2483,0,99,,0,0,-14,3,-2,-24,-19,11,1.07,0,1
2020-08-01,14,神奈川県,58,2541,0,99,,0,0,-14,4,4,-27,-11,7,1.28,0,1
2020-08-02,14,神奈川県,72,2613,0,99,,0,0,-14,2,11,-30,-10,5,1.37,0,1
2020-08-03,14,神奈川県,48,2661,0,99,,0,0,-11,0,6,-24,-20,9,1.45,0,1
2020-08-04,14,神奈川県,89,2750,0,99,,0,0,-8,5,10,-25,-22,10,1.57,0,1
2020-08-05,14,神奈川県,81,2831,1,100,,0,0,-9,3,12,-27,-23,10,1.59,0,1
2020-08-06,14,神奈川県,118,2949,1,101,,0,0,-9,4,9,-27,-24,10,1.59,0,1
2020-08-07,14,神奈川県,107,3056,2,103,,0,0,-10,3,7,-28,-25,11,1.6,0,1
2020-08-08,14,神奈川県,128,3184,0,103,,0,0,-14,2,-1,-28,-15,7,1.59,0,1
2020-08-09,14,神奈川県,81,3265,0,103,,0,0,-12,0,7,-27,-12,4,1.48,0,1
2020-08-10,14,神奈川県,38,3303,0,103,,0,0,7,2,39,-50,-68,22,1.38,0,1
2020-08-11,14,神奈川県,27,3330,1,104,,0,0,1,6,16,-34,-41,14,1.17,0,1
2020-08-12,14,神奈川県,66,3396,0,104,,0,0,-4,1,16,-37,-45,15,1.13,0,1
2020-08-13,14,神奈川県,123,3519,1,105,,0,0,2,6,17,-39,-53,18,1.07,0,1
2020-08-14,14,神奈川県,117,3636,0,105,,0,0,-2,4,24,-40,-54,20,1.01,0,1
2020-08-15,14,神奈川県,136,3772,0,105,,0,0,-15,-1,-1,-35,-35,10,0.94,0,1
2020-08-16,14,神奈川県,79,3851,0,105,,0,0,-20,-3,-11,-34,-18,6,0.92,0,1
2020-08-17,14,神奈川県,51,3902,1,106,,0,0,-12,-2,-7,-28,-25,11,0.95,0,1
2020-08-18,14,神奈川県,84,3986,0,106,,0,0,-11,2,-2,-28,-23,11,1.09,0,1
2020-08-19,14,神奈川県,95,4081,0,106,,0,0,-13,0,6,-28,-23,10,1.15,0,1
2020-08-20,14,神奈川県,104,4185,1,107,,0,0,-11,2,-4,-28,-22,11,1.12,0,1
2020-08-21,14,神奈川県,82,4267,1,108,,0,0,-15,-1,-2,-28,-23,12,1.06,0,1
2020-08-22,14,神奈川県,101,4368,0,108,,0,0,-14,1,-7,-29,-13,7,1.01,0,1
2020-08-23,14,神奈川県,49,4417,0,108,,0,0,-19,-5,-20,-34,-12,7,0.98,0,1
2020-08-24,14,神奈川県,39,4456,4,112,,0,0,-13,-3,-6,-25,-19,10,0.95,0,1
2020-08-25,14,神奈川県,56,4512,3,115,,0,0,-7,4,-1,-24,-19,9,0.85,0,1
2020-08-26,14,神奈川県,85,4597,1,116,,0,0,-11,0,2,-25,-19,9,0.82,0,1
2020-08-27,14,神奈川県,66,4663,0,116,,0,0,-13,0,-6,-26,-20,10,0.79,0,1
2020-08-28,14,神奈川県,75,4738,0,116,,0,0,-14,0,-5,-26,-20,11,0.81,0,1
2020-08-29,14,神奈川県,106,4844,2,118,,0,0,-13,2,-4,-27,-13,7,0.85,0,1
2020-08-30,14,神奈川県,64,4908,4,122,,0,0,-14,0,-6,-30,-10,5,0.9,0,1
2020-08-31,14,神奈川県,50,4958,1,123,,0,0,-14,-5,-12,-23,-17,9,0.93,0,1
2020-09-01,14,神奈川県,59,5017,1,124,,0,0,-10,3,-1,-23,-18,9,0.97,0,1
2020-09-02,14,神奈川県,76,5093,0,124,,0,0,-15,-4,-9,-26,-19,10,0.97,0,1
2020-09-03,14,神奈川県,81,5174,2,126,,0,0,-13,-1,-13,-26,-19,10,1.05,0,1
2020-09-04,14,神奈川県,108,5282,0,126,,0,0,-13,0,-5,-25,-19,10,1.11,0,1
2020-09-05,14,神奈川県,67,5349,0,126,,0,0,-12,2,-10,-27,-13,7,1.04,0,1
2020-09-06,14,神奈川県,79,5428,0,126,,0,0,-17,-6,-24,-33,-12,7,1.04,0,1
2020-09-07,14,神奈川県,29,5457,0,126,,0,0,-19,-11,-31,-24,-20,10,1,0,1
2020-09-08,14,神奈川県,63,5520,0,126,,0,0,-10,2,-4,-23,-19,9,1,0,1
2020-09-09,14,神奈川県,106,5626,0,126,,0,0,-12,-2,3,-24,-18,9,1.05,0,1
2020-09-10,14,神奈川県,112,5738,0,126,,0,0,-10,2,-1,-23,-19,9,1.07,0,1
2020-09-11,14,神奈川県,82,5820,0,126,,0,0,-11,1,1,-23,-19,9,0.99,0,1
2020-09-12,14,神奈川県,68,5888,1,127,,0,0,-15,-5,-34,-28,-15,8,1.05,0,1
2020-09-13,14,神奈川県,53,5941,1,128,,0,0,-11,0,3,-24,-10,4,0.99,0,1
2020-09-14,14,神奈川県,15,5956,1,129,,0,0,-12,-4,-3,-21,-16,8,1,0,1
2020-09-15,14,神奈川県,52,6008,0,129,,0,0,-6,3,7,-20,-16,8,0.98,0,1
2020-09-16,14,神奈川県,101,6109,1,130,,0,0,-9,-1,8,-21,-17,8,0.93,0,1
2020-09-17,14,神奈川県,65,6174,5,135,,0,0,-9,0,5,-21,-17,8,0.83,0,1
2020-09-18,14,神奈川県,78,6252,0,135,,0,0,-10,-1,0,-20,-18,8,0.85,0,1
2020-09-19,14,神奈川県,68,6320,0,135,,0,0,-8,3,8,-16,-11,4,0.85,0,1
2020-09-20,14,神奈川県,60,6380,0,135,,0,0,-7,-2,-2,-17,-9,2,0.89,0,1
2020-09-21,14,神奈川県,20,6400,0,135,,0,0,19,3,67,-36,-66,17,0.92,0,1
2020-09-22,14,神奈川県,38,6438,1,136,,0,0,11,7,48,-42,-64,20,0.91,0,1
2020-09-23,14,神奈川県,11,6449,0,136,,0,0,-17,-5,-30,-20,-16,9,0.78,0,1
2020-09-24,14,神奈川県,58,6507,0,136,,0,0,-18,-8,-31,-27,-19,11,0.82,0,1
2020-09-25,14,神奈川県,78,6585,0,136,,0,0,-14,-2,-27,-20,-16,10,0.83,0,1
2020-09-26,14,神奈川県,90,6675,0,136,,0,0,-14,-3,-42,-22,-9,7,0.87,0,1
2020-09-27,14,神奈川県,65,6740,0,136,,0,0,-8,3,-2,-21,-7,4,0.87,0,1
2020-09-28,14,神奈川県,17,6757,1,137,,0,0,-6,1,1,-16,-15,7,0.86,0,1
2020-09-29,14,神奈川県,58,6815,1,138,,0,0,-4,4,3,-18,-16,7,0.91,0,1
2020-09-30,14,神奈川県,79,6894,0,138,,0,0,-4,6,14,-18,-14,6,1.22,0,1
2020-10-01,14,神奈川県,78,6972,2,140,,0,0,-10,2,-11,-20,-15,8,1.27,0,1
2020-10-02,14,神奈川県,66,7038,3,143,,0,0,-10,1,4,-20,-15,8,1.24,0,1
2020-10-03,14,神奈川県,59,7097,0,143,,0,0,-8,4,13,-18,-10,5,1.12,0,1
2020-10-04,14,神奈川県,37,7134,0,143,,0,0,-9,2,11,-20,-9,4,1.06,0,1
2020-10-05,14,神奈川県,11,7145,1,144,,0,0,-11,-2,-5,-19,-15,7,1.06,0,1
2020-10-06,14,神奈川県,65,7210,1,145,,0,0,-6,3,4,-19,-16,7,1.03,0,1
2020-10-07,14,神奈川県,54,7264,2,147,,0,0,-12,-4,-9,-20,-16,7,0.87,0,1
2020-10-08,14,神奈川県,65,7329,2,149,,0,0,-19,-10,-46,-24,-18,10,0.83,0,1
2020-10-09,14,神奈川県,77,7406,1,150,,0,0,-20,-7,-47,-24,-18,11,0.86,0,1
2020-10-10,14,神奈川県,63,7469,0,150,,0,0,-29,-19,-63,-39,-20,12,0.92,0,1
2020-10-11,14,神奈川県,37,7506,0,150,,0,0,-7,6,-11,-23,-8,5,0.96,0,1
2020-10-12,14,神奈川県,29,7535,1,151,,0,0,-9,0,-1,-18,-16,7,1.01,0,1
2020-10-13,14,神奈川県,54,7589,0,151,,0,0,-8,2,1,-19,-16,7,0.97,0,1
2020-10-14,14,神奈川県,88,7677,2,153,,0,0,-9,1,5,-20,-15,7,1.09,0,1
2020-10-15,14,神奈川県,79,7756,0,153,,0,0,-10,1,-26,-19,-16,8,1.14,0,1
2020-10-16,14,神奈川県,85,7841,1,154,,0,0,-6,4,-1,-19,-16,8,1.13,0,1
2020-10-17,14,神奈川県,50,7891,0,154,,0,0,-15,-10,-55,-24,-14,8,1.09,0,1
2020-10-18,14,神奈川県,49,7940,0,154,,0,0,-3,6,7,-15,-7,3,1.12,0,1
2020-10-19,14,神奈川県,23,7963,0,154,,0,0,-14,-10,-28,-19,-16,8,1.07,0,1
2020-10-20,14,神奈川県,47,8010,0,154,,0,0,-3,7,0,-19,-15,7,1.08,0,1
2020-10-21,14,神奈川県,88,8098,1,155,,0,0,-5,2,11,-18,-15,7,1.01,0,1
2020-10-22,14,神奈川県,55,8153,2,157,,0,0,-7,3,-2,-20,-15,7,0.95,0,1
2020-10-23,14,神奈川県,90,8243,3,160,,0,0,-13,-5,-30,-21,-17,9,0.95,0,1
2020-10-24,14,神奈川県,60,8303,2,162,,0,0,-2,7,15,-13,-10,3,0.99,0,1
2020-10-25,14,神奈川県,60,8363,1,163,,0,0,-2,6,22,-12,-7,2,0.99,0,1
2020-10-26,14,神奈川県,22,8385,2,165,,0,0,-6,0,-1,-17,-15,6,0.99,0,1
2020-10-27,14,神奈川県,64,8449,1,166,,0,0,-4,3,3,-18,-15,6,1.03,0,1
2020-10-28,14,神奈川県,64,8513,1,167,,0,0,-5,1,7,-19,-14,6,0.99,0,1
2020-10-29,14,神奈川県,71,8584,3,170,,0,0,-5,2,7,-19,-15,7,1.06,0,1
2020-10-30,14,神奈川県,60,8644,0,170,,0,0,-8,0,-6,-20,-14,7,0.99,0,1
2020-10-31,14,神奈川県,65,8709,1,171,,0,0,-4,4,14,-15,-8,3,0.98,0,1
2020-11-01,14,神奈川県,65,8774,0,171,,0,0,-6,1,9,-16,-6,3,0.97,0,1
2020-11-02,14,神奈川県,22,8796,2,173,,0,0,-2,-3,-13,-19,-18,7,0.98,0,1
2020-11-03,14,神奈川県,68,8864,0,173,,0,0,16,5,27,-44,-62,20,0.96,0,1
2020-11-04,14,神奈川県,44,8908,0,173,,0,0,-9,0,4,-19,-12,6,0.96,0,1
2020-11-05,14,神奈川県,109,9017,0,173,,0,0,-7,2,0,-19,-13,7,1,0,1
2020-11-06,14,神奈川県,104,9121,1,174,,0,0,-10,0,-6,-20,-14,8,1.14,0,1
2020-11-07,14,神奈川県,137,9258,3,177,,0,0,-9,0,-11,-19,-7,5,1.25,0,1
2020-11-08,14,神奈川県,77,9335,1,178,,0,0,-7,1,10,-18,-7,3,1.26,0,1
2020-11-09,14,神奈川県,36,9371,0,178,,0,0,-9,-2,-7,-19,-14,7,1.27,0,1
2020-11-10,14,神奈川県,98,9469,2,180,,0,0,-4,3,-2,-19,-14,7,1.31,0,1
2020-11-11,14,神奈川県,130,9599,1,181,,0,0,-5,0,3,-20,-14,7,1.49,0,1
2020-11-12,14,神奈川県,147,9746,1,182,,0,0,-7,1,-10,-21,-15,8,1.45,0,1
2020-11-13,14,神奈川県,146,9892,0,182,,0,0,-8,1,-1,-20,-15,8,1.41,0,1
2020-11-14,14,神奈川県,147,10039,0,182,,0,0,-4,3,9,-15,-10,4,1.28,0,1
2020-11-15,14,神奈川県,114,10153,0,182,,0,0,-5,3,10,-17,-7,3,1.3,0,1
2020-11-16,14,神奈川県,61,10214,0,182,,0,0,-8,-2,-2,-19,-14,6,1.31,0,1
2020-11-17,14,神奈川県,133,10347,1,183,,0,0,-6,1,2,-20,-15,7,1.3,0,1
2020-11-18,14,神奈川県,226,10573,0,183,,0,0,-7,0,11,-20,-14,7,1.27,0,1
2020-11-19,14,神奈川県,205,10778,1,184,,0,0,-8,2,0,-20,-15,7,1.28,0,1
2020-11-20,14,神奈川県,208,10986,0,184,,0,0,-11,0,-15,-21,-15,8,1.28,0,1
2020-11-21,14,神奈川県,192,11178,0,184,,0,0,-8,3,5,-16,-9,4,1.31,0,1
2020-11-22,14,神奈川県,162,11340,1,185,,0,0,-5,1,14,-14,-8,2,1.31,0,1
2020-11-23,14,神奈川県,70,11410,0,185,,0,0,10,1,39,-45,-64,20,1.29,0,1
2020-11-24,14,神奈川県,67,11477,3,188,,0,0,-9,1,-18,-20,-14,7,1.2,0,1
2020-11-25,14,神奈川県,159,11636,1,189,,0,0,-10,0,-18,-20,-13,7,1.07,0,1
2020-11-26,14,神奈川県,252,11888,3,192,,0,0,-5,4,0,-20,-14,7,1.06,0,1
2020-11-27,14,神奈川県,219,12107,2,194,,0,0,-11,-1,-14,-22,-14,8,1.02,0,1
2020-11-28,14,神奈川県,214,12321,0,194,,0,0,-7,4,-4,-20,-8,5,1,0,1
2020-11-29,14,神奈川県,149,12470,1,195,,0,0,-9,1,-10,-24,-8,4,0.97,0,1
2020-11-30,14,神奈川県,83,12553,2,197,,0,0,-6,0,-8,-20,-13,7,0.97,0,1
2020-12-01,14,神奈川県,158,12711,1,198,,0,0,-6,3,-5,-21,-13,7,1.07,0,1
2020-12-02,14,神奈川県,214,12925,3,201,,0,0,-14,-7,-27,-24,-14,9,1.15,0,1
2020-12-03,14,神奈川県,197,13122,6,207,,0,0,-8,3,-13,-23,-14,8,1.07,0,1
2020-12-04,14,神奈川県,188,13310,4,211,,0,0,-7,2,-7,-22,-14,9,1.05,0,1
2020-12-05,14,神奈川県,191,13501,2,213,,0,0,-12,-3,-42,-24,-10,7,1.02,0,1
2020-12-06,14,神奈川県,134,13635,2,215,,0,0,-6,3,0,-20,-7,4,1.02,0,1
2020-12-07,14,神奈川県,65,13700,2,217,,0,0,-8,-2,-5,-21,-14,7,1,0,1
2020-12-08,14,神奈川県,152,13852,2,219,,0,0,-6,2,-4,-22,-14,8,0.94,0,1
2020-12-09,14,神奈川県,245,14097,1,220,,0,0,-9,-1,-7,-24,-14,8,0.93,0,1
2020-12-10,14,神奈川県,213,14310,0,220,,0,0,-6,3,-8,-21,-14,8,0.97,0,1
2020-12-11,14,神奈川県,285,14595,2,222,,0,0,-9,0,-8,-22,-15,8,1.05,0,1
2020-12-12,14,神奈川県,223,14818,3,225,,0,0,-5,2,-7,-20,-9,5,1.08,0,1
2020-12-13,14,神奈川県,231,15049,0,225,,0,0,-7,1,-2,-22,-7,4,1.15,0,1
2020-12-14,14,神奈川県,121,15170,1,226,,0,0,-10,-4,-15,-22,-14,7,1.19,0,1
2020-12-15,14,神奈川県,226,15396,1,227,,0,0,-2,5,-9,-20,-15,7,1.24,0,1
2020-12-16,14,神奈川県,287,15683,2,229,,0,0,-6,1,-3,-22,-14,7,1.24,0,1
2020-12-17,14,神奈川県,319,16002,1,230,,0,0,-6,2,-10,-22,-15,8,1.29,0,1
2020-12-18,14,神奈川県,295,16297,5,235,,0,0,-8,2,-10,-21,-15,8,1.22,0,1
2020-12-19,14,神奈川県,314,16611,2,237,,0,0,-6,3,-18,-21,-8,5,1.25,0,1
2020-12-20,14,神奈川県,238,16849,1,238,,0,0,-5,3,-14,-23,-6,4,1.19,0,1
2020-12-21,14,神奈川県,188,17037,4,242,,0,0,-6,0,-10,-20,-14,7,1.19,0,1
2020-12-22,14,神奈川県,348,17385,2,244,,0,0,-2,3,-10,-22,-15,8,1.2,0,1
2020-12-23,14,神奈川県,346,17731,5,249,,0,0,-3,4,-3,-22,-14,7,1.2,0,1
2020-12-24,14,神奈川県,494,18225,3,252,,0,0,3,10,-13,-22,-16,9,1.22,0,1
2020-12-25,14,神奈川県,466,18691,6,258,,0,0,-4,7,-10,-23,-17,10,1.28,0,1
2020-12-26,14,神奈川県,479,19170,1,259,,0,0,-9,4,-18,-24,-8,6,1.29,0,1
2020-12-27,14,神奈川県,343,19513,1,260,,0,0,-10,3,-16,-25,-5,5,1.32,0,1
2020-12-28,14,神奈川県,334,19847,0,260,,0,0,11,9,-12,-30,-34,13,1.34,0,1
2020-12-29,14,神奈川県,394,20241,8,268,,0,0,17,16,5,-42,-56,19,1.29,0,1
2020-12-30,14,神奈川県,432,20673,5,273,,0,0,11,17,-18,-50,-69,24,1.3,0,1
2020-12-31,14,神奈川県,587,21260,3,276,,0,0,-2,21,-3,-59,-78,29,1.25,0,1
2021-01-01,14,神奈川県,470,21730,4,280,,0,0,,,,,,,1.19,0,1
2021-01-02,14,神奈川県,380,22110,3,283,,0,0,,,,,,,1.1,0,1
2021-01-03,14,神奈川県,365,22475,2,285,,0,0,,,,,,,1.08,0,1
2021-01-04,14,神奈川県,412,22887,5,290,,0,0,,,,,,,1.06,0,1
2021-01-05,14,神奈川県,622,23509,6,296,,0,0,,,,,,,1.1,0,1
2021-01-06,14,神奈川県,591,24100,4,300,,0,0,,,,,,,1.12,0,1
2021-01-07,14,神奈川県,679,24779,4,304,,0,0,,,,,,,1.11,0,1
2021-01-08,14,神奈川県,838,25617,7,311,,0,1,,,,,,,1.19,0,1
2021-01-09,14,神奈川県,995,26612,4,315,,0,1,,,,,,,1.36,0,1
2021-01-10,14,神奈川県,727,27339,3,318,,0,1,,,,,,,1.43,0,1
2021-01-11,14,神奈川県,694,28033,1,319,,0,1,,,,,,,1.46,0,1
2021-01-12,14,神奈川県,905,28938,4,323,,0,1,,,,,,,1.44,0,1
2021-01-13,14,神奈川県,767,29705,13,336,,0,1,,,,,,,1.42,0,1
2021-01-14,14,神奈川県,984,30689,4,340,,0,1,,,,,,,1.45,0,1
