"","city","公表日","Nofcases","cum_cases"
"8432","北杜市",2021-01-12,1.199,20.836
"8433","甲斐市",2021-01-12,0,44.945
"8434","笛吹市",2021-01-12,0,48.809
"8435","上野原市",2021-01-12,0.706,27.225
"8436","甲州市",2021-01-12,0,14.057
"8437","中央市",2021-01-12,1.273,16.265
"8438","市川三郷町",2021-01-12,0,4.088
"8439","早川町",2021-01-12,0,0.209
"8440","身延町",2021-01-12,0.099,3.448
"8441","南部町",2021-01-12,0,1.569
"8442","富士川町",2021-01-12,0,4.019
"8443","昭和町",2021-01-12,0,9.17
"8444","道志村",2021-01-12,0.051,1.472
"8445","西桂町",2021-01-12,0.328,7.549
"8446","忍野村",2021-01-12,0.742,17.38
"8447","山中湖村",2021-01-12,0.555,10.422
"8448","鳴沢村",2021-01-12,0.242,5.622
"8449","富士河口湖町",2021-01-12,2.054,49.85
"8450","小菅村",2021-01-12,0.022,0.636
"8451","丹波山村",2021-01-12,0.017,0.487
"8452","甲府市",2021-01-13,8.212,261.864
"8453","富士吉田市",2021-01-13,3.112,101.298
"8454","都留市",2021-01-13,1.963,31.068
"8455","山梨市",2021-01-13,0.136,12.351
"8456","大月市",2021-01-13,1.546,23.397
"8457","韮崎市",2021-01-13,0.177,19.42
"8458","南アルプス市",2021-01-13,1.434,44.14
"8459","北杜市",2021-01-13,0,20.836
"8460","甲斐市",2021-01-13,0.197,45.142
"8461","笛吹市",2021-01-13,0,48.809
"8462","上野原市",2021-01-13,1.499,28.724
"8463","甲州市",2021-01-13,0.343,14.4
"8464","中央市",2021-01-13,1,17.265
"8465","市川三郷町",2021-01-13,0,4.088
"8466","早川町",2021-01-13,0,0.209
"8467","身延町",2021-01-13,0,3.448
"8468","南部町",2021-01-13,0,1.569
"8469","富士川町",2021-01-13,0,4.019
"8470","昭和町",2021-01-13,0.053,9.223
"8471","道志村",2021-01-13,0.109,1.581
"8472","西桂町",2021-01-13,0.098,7.647
"8473","忍野村",2021-01-13,0.221,17.601
"8474","山中湖村",2021-01-13,0.133,10.555
"8475","鳴沢村",2021-01-13,0.072,5.694
"8476","富士河口湖町",2021-01-13,0.611,50.461
"8477","小菅村",2021-01-13,0.047,0.683
"8478","丹波山村",2021-01-13,0.036,0.523
"8479","甲府市",2021-01-14,11.689,273.553
"8480","富士吉田市",2021-01-14,2.655,103.953
"8481","都留市",2021-01-14,0,31.068
"8482","山梨市",2021-01-14,0,12.351
"8483","大月市",2021-01-14,0,23.397
"8484","韮崎市",2021-01-14,0,19.42
"8485","南アルプス市",2021-01-14,1.276,45.416
"8486","北杜市",2021-01-14,0,20.836
"8487","甲斐市",2021-01-14,0.233,45.375
"8488","笛吹市",2021-01-14,1.04,49.849
"8489","上野原市",2021-01-14,0,28.724
"8490","甲州市",2021-01-14,0,14.4
"8491","中央市",2021-01-14,0.096,17.361
"8492","市川三郷町",2021-01-14,0.358,4.446
"8493","早川町",2021-01-14,0.02,0.229
"8494","身延町",2021-01-14,0.225,3.673
"8495","南部町",2021-01-14,0.15,1.719
"8496","富士川町",2021-01-14,0.341,4.36
"8497","昭和町",2021-01-14,0.229,9.452
"8498","道志村",2021-01-14,0,1.581
"8499","西桂町",2021-01-14,0.145,7.792
"8500","忍野村",2021-01-14,0.328,17.929
"8501","山中湖村",2021-01-14,0.198,10.753
"8502","鳴沢村",2021-01-14,0.107,5.801
"8503","富士河口湖町",2021-01-14,0.909,51.37
"8504","小菅村",2021-01-14,0,0.683
"8505","丹波山村",2021-01-14,0,0.523
"8506","甲府市",2021-01-15,5.731,279.284
"8507","富士吉田市",2021-01-15,1.485,105.438
"8508","都留市",2021-01-15,0.378,31.446
"8509","山梨市",2021-01-15,0,12.351
"8510","大月市",2021-01-15,0.297,23.694
"8511","韮崎市",2021-01-15,0,19.42
"8512","南アルプス市",2021-01-15,1,46.416
"8513","北杜市",2021-01-15,0,20.836
"8514","甲斐市",2021-01-15,0,45.375
"8515","笛吹市",2021-01-15,0.269,50.118
"8516","上野原市",2021-01-15,0.288,29.012
"8517","甲州市",2021-01-15,0,14.4
"8518","中央市",2021-01-15,1,18.361
"8519","市川三郷町",2021-01-15,0,4.446
"8520","早川町",2021-01-15,0,0.229
"8521","身延町",2021-01-15,0,3.673
"8522","南部町",2021-01-15,0,1.719
"8523","富士川町",2021-01-15,0,4.36
"8524","昭和町",2021-01-15,0,9.452
"8525","道志村",2021-01-15,0.021,1.602
"8526","西桂町",2021-01-15,0.13,7.922
"8527","忍野村",2021-01-15,1.049,18.978
"8528","山中湖村",2021-01-15,0.178,10.931
"8529","鳴沢村",2021-01-15,0.342,6.143
"8530","富士河口湖町",2021-01-15,0.816,52.186
"8531","小菅村",2021-01-15,0.009,0.692
"8532","丹波山村",2021-01-15,0.007,0.53
"8533","甲府市",2021-01-16,5,284.284
"8534","富士吉田市",2021-01-16,1.786,107.224
"8535","都留市",2021-01-16,0,31.446
"8536","山梨市",2021-01-16,0,12.351
"8537","大月市",2021-01-16,0,23.694
"8538","韮崎市",2021-01-16,0,19.42
"8539","南アルプス市",2021-01-16,1.598,48.014
"8540","北杜市",2021-01-16,0,20.836
"8541","甲斐市",2021-01-16,0,45.375
"8542","笛吹市",2021-01-16,0,50.118
"8543","上野原市",2021-01-16,0,29.012
"8544","甲州市",2021-01-16,0,14.4
"8545","中央市",2021-01-16,0,18.361
"8546","市川三郷町",2021-01-16,0.179,4.625
"8547","早川町",2021-01-16,0,0.229
"8548","身延町",2021-01-16,0,3.673
"8549","南部町",2021-01-16,0,1.719
"8550","富士川町",2021-01-16,0,4.36
"8551","昭和町",2021-01-16,0.223,9.675
"8552","道志村",2021-01-16,0,1.602
"8553","西桂町",2021-01-16,0.043,7.965
"8554","忍野村",2021-01-16,0.098,19.076
"8555","山中湖村",2021-01-16,0.059,10.99
"8556","鳴沢村",2021-01-16,0.032,6.175
"8557","富士河口湖町",2021-01-16,0.981,53.167
"8558","小菅村",2021-01-16,0,0.692
"8559","丹波山村",2021-01-16,0,0.53
"8560","甲府市",2021-01-17,1.792,286.076
"8561","富士吉田市",2021-01-17,0.059,107.283
"8562","都留市",2021-01-17,0.036,31.482
"8563","山梨市",2021-01-17,0.042,12.393
"8564","大月市",2021-01-17,0.029,23.723
"8565","韮崎市",2021-01-17,1.035,20.455
"8566","南アルプス市",2021-01-17,0.087,48.101
"8567","北杜市",2021-01-17,0.056,20.892
"8568","甲斐市",2021-01-17,3.106,48.481
"8569","笛吹市",2021-01-17,0.292,50.41
"8570","上野原市",2021-01-17,0.028,29.04
"8571","甲州市",2021-01-17,0.038,14.438
"8572","中央市",2021-01-17,0.038,18.399
"8573","市川三郷町",2021-01-17,0.019,4.644
"8574","早川町",2021-01-17,0.001,0.23
"8575","身延町",2021-01-17,0.014,3.687
"8576","南部町",2021-01-17,0.009,1.728
"8577","富士川町",2021-01-17,0.018,4.378
"8578","昭和町",2021-01-17,1.238,10.913
"8579","道志村",2021-01-17,0.002,1.604
"8580","西桂町",2021-01-17,0.005,7.97
"8581","忍野村",2021-01-17,0.012,19.088
"8582","山中湖村",2021-01-17,0.007,10.997
"8583","鳴沢村",2021-01-17,0.004,6.179
"8584","富士河口湖町",2021-01-17,0.032,53.199
"8585","小菅村",2021-01-17,0.001,0.693
"8586","丹波山村",2021-01-17,0.001,0.531
"8587","甲府市",2021-01-18,1,287.076
"8588","富士吉田市",2021-01-18,1.414,108.697
"8589","都留市",2021-01-18,0.169,31.651
"8590","山梨市",2021-01-18,0.526,12.919
"8591","大月市",2021-01-18,0.133,23.856
"8592","韮崎市",2021-01-18,0,20.455
"8593","南アルプス市",2021-01-18,0.777,48.878
"8594","北杜市",2021-01-18,0,20.892
"8595","甲斐市",2021-01-18,0.709,49.19
"8596","笛吹市",2021-01-18,0,50.41
"8597","上野原市",2021-01-18,0.129,29.169
"8598","甲州市",2021-01-18,0.765,15.203
"8599","中央市",2021-01-18,0,18.399
"8600","市川三郷町",2021-01-18,0.31,4.954
"8601","早川町",2021-01-18,0.02,0.25
"8602","身延町",2021-01-18,0.225,3.912
"8603","南部町",2021-01-18,0.15,1.878
"8604","富士川町",2021-01-18,0.295,4.673
"8605","昭和町",2021-01-18,0.223,11.136
"8606","道志村",2021-01-18,0.009,1.613
"8607","西桂町",2021-01-18,0.067,8.037
"8608","忍野村",2021-01-18,0.153,19.241
"8609","山中湖村",2021-01-18,0.092,11.089
"8610","鳴沢村",2021-01-18,0.05,6.229
"8611","富士河口湖町",2021-01-18,1.777,54.976
"8612","小菅村",2021-01-18,0.004,0.697
"8613","丹波山村",2021-01-18,0.003,0.534
"8614","甲府市",2021-01-19,1.865,288.941
"8615","富士吉田市",2021-01-19,1.589,110.286
"8616","都留市",2021-01-19,0.676,32.327
"8617","山梨市",2021-01-19,0,12.919
"8618","大月市",2021-01-19,0.532,24.388
"8619","韮崎市",2021-01-19,0.135,20.59
"8620","南アルプス市",2021-01-19,2,50.878
"8621","北杜市",2021-01-19,0,20.892
"8622","甲斐市",2021-01-19,0,49.19
"8623","笛吹市",2021-01-19,0,50.41
"8624","上野原市",2021-01-19,0.516,29.685
"8625","甲州市",2021-01-19,0,15.203
"8626","中央市",2021-01-19,0,18.399
"8627","市川三郷町",2021-01-19,0,4.954
"8628","早川町",2021-01-19,0,0.25
"8629","身延町",2021-01-19,0,3.912
"8630","南部町",2021-01-19,0,1.878
"8631","富士川町",2021-01-19,0,4.673
"8632","昭和町",2021-01-19,0,11.136
"8633","道志村",2021-01-19,0.037,1.65
"8634","西桂町",2021-01-19,0.139,8.176
"8635","忍野村",2021-01-19,0.315,19.556
"8636","山中湖村",2021-01-19,0.19,11.279
"8637","鳴沢村",2021-01-19,0.103,6.332
"8638","富士河口湖町",2021-01-19,0.873,55.849
"8639","小菅村",2021-01-19,0.016,0.713
"8640","丹波山村",2021-01-19,0.012,0.546
"8641","甲府市",2021-01-20,2,290.941
"8642","富士吉田市",2021-01-20,0,110.286
"8643","都留市",2021-01-20,0.755,33.082
"8644","山梨市",2021-01-20,0,12.919
"8645","大月市",2021-01-20,0.595,24.983
"8646","韮崎市",2021-01-20,0,20.59
"8647","南アルプス市",2021-01-20,0,50.878
"8648","北杜市",2021-01-20,0,20.892
"8649","甲斐市",2021-01-20,0,49.19
"8650","笛吹市",2021-01-20,0,50.41
"8651","上野原市",2021-01-20,0.577,30.262
"8652","甲州市",2021-01-20,0,15.203
"8653","中央市",2021-01-20,0,18.399
"8654","市川三郷町",2021-01-20,0,4.954
"8655","早川町",2021-01-20,0,0.25
"8656","身延町",2021-01-20,0,3.912
"8657","南部町",2021-01-20,0,1.878
"8658","富士川町",2021-01-20,0,4.673
"8659","昭和町",2021-01-20,0,11.136
"8660","道志村",2021-01-20,0.042,1.692
"8661","西桂町",2021-01-20,0,8.176
"8662","忍野村",2021-01-20,0,19.556
"8663","山中湖村",2021-01-20,0,11.279
"8664","鳴沢村",2021-01-20,0,6.332
"8665","富士河口湖町",2021-01-20,0,55.849
"8666","小菅村",2021-01-20,0.018,0.731
"8667","丹波山村",2021-01-20,0.014,0.56
"8668","甲府市",2021-01-21,0.724,291.665
"8669","富士吉田市",2021-01-21,0.495,110.781
"8670","都留市",2021-01-21,1.133,34.215
"8671","山梨市",2021-01-21,0,12.919
"8672","大月市",2021-01-21,0.892,25.875
"8673","韮崎市",2021-01-21,0,20.59
"8674","南アルプス市",2021-01-21,0.276,51.154
"8675","北杜市",2021-01-21,0,20.892
"8676","甲斐市",2021-01-21,0,49.19
"8677","笛吹市",2021-01-21,0,50.41
"8678","上野原市",2021-01-21,0.865,31.127
"8679","甲州市",2021-01-21,0,15.203
"8680","中央市",2021-01-21,0,18.399
"8681","市川三郷町",2021-01-21,0,4.954
"8682","早川町",2021-01-21,0,0.25
"8683","身延町",2021-01-21,0,3.912
"8684","南部町",2021-01-21,0,1.878
"8685","富士川町",2021-01-21,0,4.673
"8686","昭和町",2021-01-21,0,11.136
"8687","道志村",2021-01-21,0.063,1.755
"8688","西桂町",2021-01-21,0.043,8.219
"8689","忍野村",2021-01-21,0.098,19.654
"8690","山中湖村",2021-01-21,0.059,11.338
"8691","鳴沢村",2021-01-21,0.032,6.364
"8692","富士河口湖町",2021-01-21,0.272,56.121
"8693","小菅村",2021-01-21,0.027,0.758
"8694","丹波山村",2021-01-21,0.02,0.58
"8695","甲府市",2021-01-22,1,292.665
"8696","富士吉田市",2021-01-22,2,112.781
"8697","都留市",2021-01-22,0,34.215
"8698","山梨市",2021-01-22,0.512,13.431
"8699","大月市",2021-01-22,0,25.875
"8700","韮崎市",2021-01-22,0,20.59
"8701","南アルプス市",2021-01-22,0,51.154
"8702","北杜市",2021-01-22,0,20.892
"8703","甲斐市",2021-01-22,0,49.19
"8704","笛吹市",2021-01-22,1.027,51.437
"8705","上野原市",2021-01-22,0,31.127
"8706","甲州市",2021-01-22,0.462,15.665
"8707","中央市",2021-01-22,0,18.399
"8708","市川三郷町",2021-01-22,0,4.954
"8709","早川町",2021-01-22,0,0.25
"8710","身延町",2021-01-22,0,3.912
"8711","南部町",2021-01-22,0,1.878
"8712","富士川町",2021-01-22,0,4.673
"8713","昭和町",2021-01-22,0,11.136
"8714","道志村",2021-01-22,0,1.755
"8715","西桂町",2021-01-22,0,8.219
"8716","忍野村",2021-01-22,0,19.654
"8717","山中湖村",2021-01-22,0,11.338
"8718","鳴沢村",2021-01-22,0,6.364
"8719","富士河口湖町",2021-01-22,0,56.121
"8720","小菅村",2021-01-22,0,0.758
"8721","丹波山村",2021-01-22,0,0.58
"8722","甲府市",2021-01-23,1,293.665
"8723","富士吉田市",2021-01-23,1,113.781
"8724","都留市",2021-01-23,0.378,34.593
"8725","山梨市",2021-01-23,0,13.431
"8726","大月市",2021-01-23,0.297,26.172
"8727","韮崎市",2021-01-23,0,20.59
"8728","南アルプス市",2021-01-23,0,51.154
"8729","北杜市",2021-01-23,0,20.892
"8730","甲斐市",2021-01-23,0,49.19
"8731","笛吹市",2021-01-23,1,52.437
"8732","上野原市",2021-01-23,0.288,31.415
"8733","甲州市",2021-01-23,0,15.665
"8734","中央市",2021-01-23,0,18.399
"8735","市川三郷町",2021-01-23,0,4.954
"8736","早川町",2021-01-23,0,0.25
"8737","身延町",2021-01-23,0,3.912
"8738","南部町",2021-01-23,0,1.878
"8739","富士川町",2021-01-23,0,4.673
"8740","昭和町",2021-01-23,0,11.136
"8741","道志村",2021-01-23,0.021,1.776
"8742","西桂町",2021-01-23,0,8.219
"8743","忍野村",2021-01-23,0,19.654
"8744","山中湖村",2021-01-23,0,11.338
"8745","鳴沢村",2021-01-23,0,6.364
"8746","富士河口湖町",2021-01-23,0,56.121
"8747","小菅村",2021-01-23,0.009,0.767
"8748","丹波山村",2021-01-23,0.007,0.587
"8749","甲府市",2021-01-24,0,293.665
"8750","富士吉田市",2021-01-24,0,113.781
"8751","都留市",2021-01-24,0,34.593
"8752","山梨市",2021-01-24,0,13.431
"8753","大月市",2021-01-24,0,26.172
"8754","韮崎市",2021-01-24,0,20.59
"8755","南アルプス市",2021-01-24,0,51.154
"8756","北杜市",2021-01-24,0,20.892
"8757","甲斐市",2021-01-24,0,49.19
"8758","笛吹市",2021-01-24,0,52.437
"8759","上野原市",2021-01-24,0,31.415
"8760","甲州市",2021-01-24,0,15.665
"8761","中央市",2021-01-24,0,18.399
"8762","市川三郷町",2021-01-24,0,4.954
"8763","早川町",2021-01-24,0,0.25
"8764","身延町",2021-01-24,0,3.912
"8765","南部町",2021-01-24,0,1.878
"8766","富士川町",2021-01-24,0,4.673
"8767","昭和町",2021-01-24,0,11.136
"8768","道志村",2021-01-24,0,1.776
"8769","西桂町",2021-01-24,0,8.219
"8770","忍野村",2021-01-24,0,19.654
"8771","山中湖村",2021-01-24,0,11.338
"8772","鳴沢村",2021-01-24,0,6.364
"8773","富士河口湖町",2021-01-24,0,56.121
"8774","小菅村",2021-01-24,0,0.767
"8775","丹波山村",2021-01-24,0,0.587
"8776","甲府市",2021-01-25,3,296.665
"8777","富士吉田市",2021-01-25,0,113.781
"8778","都留市",2021-01-25,0,34.593
"8779","山梨市",2021-01-25,0,13.431
"8780","大月市",2021-01-25,0,26.172
"8781","韮崎市",2021-01-25,0,20.59
"8782","南アルプス市",2021-01-25,0,51.154
"8783","北杜市",2021-01-25,0,20.892
"8784","甲斐市",2021-01-25,0,49.19
"8785","笛吹市",2021-01-25,0,52.437
"8786","上野原市",2021-01-25,0,31.415
"8787","甲州市",2021-01-25,0,15.665
"8788","中央市",2021-01-25,0,18.399
"8789","市川三郷町",2021-01-25,0,4.954
"8790","早川町",2021-01-25,0,0.25
"8791","身延町",2021-01-25,0,3.912
"8792","南部町",2021-01-25,0,1.878
"8793","富士川町",2021-01-25,0,4.673
"8794","昭和町",2021-01-25,0,11.136
"8795","道志村",2021-01-25,0,1.776
"8796","西桂町",2021-01-25,0,8.219
"8797","忍野村",2021-01-25,0,19.654
"8798","山中湖村",2021-01-25,0,11.338
"8799","鳴沢村",2021-01-25,0,6.364
"8800","富士河口湖町",2021-01-25,0,56.121
"8801","小菅村",2021-01-25,0,0.767
"8802","丹波山村",2021-01-25,0,0.587
"8803","甲府市",2021-01-26,4.644,301.309
"8804","富士吉田市",2021-01-26,1.485,115.266
"8805","都留市",2021-01-26,0,34.593
"8806","山梨市",2021-01-26,0.118,13.549
"8807","大月市",2021-01-26,0,26.172
"8808","韮崎市",2021-01-26,0,20.59
"8809","南アルプス市",2021-01-26,1,52.154
"8810","北杜市",2021-01-26,0,20.892
"8811","甲斐市",2021-01-26,0,49.19
"8812","笛吹市",2021-01-26,2.237,54.674
"8813","上野原市",2021-01-26,0,31.415
"8814","甲州市",2021-01-26,0,15.665
"8815","中央市",2021-01-26,0,18.399
"8816","市川三郷町",2021-01-26,0,4.954
"8817","早川町",2021-01-26,0,0.25
"8818","身延町",2021-01-26,0,3.912
"8819","南部町",2021-01-26,0,1.878
"8820","富士川町",2021-01-26,0,4.673
"8821","昭和町",2021-01-26,0,11.136
"8822","道志村",2021-01-26,0,1.776
"8823","西桂町",2021-01-26,0.13,8.349
"8824","忍野村",2021-01-26,0.295,19.949
"8825","山中湖村",2021-01-26,0.178,11.516
"8826","鳴沢村",2021-01-26,0.096,6.46
"8827","富士河口湖町",2021-01-26,0.816,56.937
"8828","小菅村",2021-01-26,0,0.767
"8829","丹波山村",2021-01-26,0,0.587
"8830","甲府市",2021-01-27,0,301.309
"8831","富士吉田市",2021-01-27,0,115.266
"8832","都留市",2021-01-27,0,34.593
"8833","山梨市",2021-01-27,0,13.549
"8834","大月市",2021-01-27,0,26.172
"8835","韮崎市",2021-01-27,0,20.59
"8836","南アルプス市",2021-01-27,0,52.154
"8837","北杜市",2021-01-27,0,20.892
"8838","甲斐市",2021-01-27,0,49.19
"8839","笛吹市",2021-01-27,0,54.674
"8840","上野原市",2021-01-27,0,31.415
"8841","甲州市",2021-01-27,0,15.665
"8842","中央市",2021-01-27,0,18.399
"8843","市川三郷町",2021-01-27,0,4.954
"8844","早川町",2021-01-27,0,0.25
"8845","身延町",2021-01-27,0,3.912
"8846","南部町",2021-01-27,0,1.878
"8847","富士川町",2021-01-27,0,4.673
"8848","昭和町",2021-01-27,0,11.136
"8849","道志村",2021-01-27,0,1.776
"8850","西桂町",2021-01-27,0,8.349
"8851","忍野村",2021-01-27,0,19.949
"8852","山中湖村",2021-01-27,0,11.516
"8853","鳴沢村",2021-01-27,0,6.46
"8854","富士河口湖町",2021-01-27,0,56.937
"8855","小菅村",2021-01-27,0,0.767
"8856","丹波山村",2021-01-27,0,0.587
"8857","甲府市",2021-01-28,0,301.309
"8858","富士吉田市",2021-01-28,0,115.266
"8859","都留市",2021-01-28,0,34.593
"8860","山梨市",2021-01-28,0,13.549
"8861","大月市",2021-01-28,0,26.172
"8862","韮崎市",2021-01-28,0,20.59
"8863","南アルプス市",2021-01-28,0,52.154
"8864","北杜市",2021-01-28,0,20.892
"8865","甲斐市",2021-01-28,0,49.19
"8866","笛吹市",2021-01-28,0,54.674
"8867","上野原市",2021-01-28,0,31.415
"8868","甲州市",2021-01-28,0,15.665
"8869","中央市",2021-01-28,0,18.399
"8870","市川三郷町",2021-01-28,0,4.954
"8871","早川町",2021-01-28,0,0.25
"8872","身延町",2021-01-28,0,3.912
"8873","南部町",2021-01-28,0,1.878
"8874","富士川町",2021-01-28,0,4.673
"8875","昭和町",2021-01-28,0,11.136
"8876","道志村",2021-01-28,0,1.776
"8877","西桂町",2021-01-28,0,8.349
"8878","忍野村",2021-01-28,0,19.949
"8879","山中湖村",2021-01-28,0,11.516
"8880","鳴沢村",2021-01-28,0,6.46
"8881","富士河口湖町",2021-01-28,0,56.937
"8882","小菅村",2021-01-28,0,0.767
"8883","丹波山村",2021-01-28,0,0.587
"8884","甲府市",2021-01-29,1.375,302.684
"8885","富士吉田市",2021-01-29,0,115.266
"8886","都留市",2021-01-29,0,34.593
"8887","山梨市",2021-01-29,0,13.549
"8888","大月市",2021-01-29,0,26.172
"8889","韮崎市",2021-01-29,0.101,20.691
"8890","南アルプス市",2021-01-29,0.524,52.678
"8891","北杜市",2021-01-29,0,20.892
"8892","甲斐市",2021-01-29,0,49.19
"8893","笛吹市",2021-01-29,0,54.674
"8894","上野原市",2021-01-29,0,31.415
"8895","甲州市",2021-01-29,0,15.665
"8896","中央市",2021-01-29,0,18.399
"8897","市川三郷町",2021-01-29,0,4.954
"8898","早川町",2021-01-29,0,0.25
"8899","身延町",2021-01-29,0,3.912
"8900","南部町",2021-01-29,0,1.878
"8901","富士川町",2021-01-29,0,4.673
"8902","昭和町",2021-01-29,0,11.136
"8903","道志村",2021-01-29,0,1.776
"8904","西桂町",2021-01-29,0,8.349
"8905","忍野村",2021-01-29,0,19.949
"8906","山中湖村",2021-01-29,0,11.516
"8907","鳴沢村",2021-01-29,0,6.46
"8908","富士河口湖町",2021-01-29,0,56.937
"8909","小菅村",2021-01-29,0,0.767
"8910","丹波山村",2021-01-29,0,0.587
"8911","甲府市",2021-01-30,0,302.684
"8912","富士吉田市",2021-01-30,0,115.266
"8913","都留市",2021-01-30,0,34.593
"8914","山梨市",2021-01-30,0,13.549
"8915","大月市",2021-01-30,0,26.172
"8916","韮崎市",2021-01-30,0,20.691
"8917","南アルプス市",2021-01-30,0,52.678
"8918","北杜市",2021-01-30,0,20.892
"8919","甲斐市",2021-01-30,0,49.19
"8920","笛吹市",2021-01-30,0,54.674
"8921","上野原市",2021-01-30,0,31.415
"8922","甲州市",2021-01-30,0,15.665
"8923","中央市",2021-01-30,0,18.399
"8924","市川三郷町",2021-01-30,0,4.954
"8925","早川町",2021-01-30,0,0.25
"8926","身延町",2021-01-30,0,3.912
"8927","南部町",2021-01-30,0,1.878
"8928","富士川町",2021-01-30,0,4.673
"8929","昭和町",2021-01-30,0,11.136
"8930","道志村",2021-01-30,0,1.776
"8931","西桂町",2021-01-30,0,8.349
"8932","忍野村",2021-01-30,0,19.949
"8933","山中湖村",2021-01-30,0,11.516
"8934","鳴沢村",2021-01-30,0,6.46
"8935","富士河口湖町",2021-01-30,0,56.937
"8936","小菅村",2021-01-30,0,0.767
"8937","丹波山村",2021-01-30,0,0.587
"8938","甲府市",2021-01-31,0.901,303.585
"8939","富士吉田市",2021-01-31,0,115.266
"8940","都留市",2021-01-31,0,34.593
"8941","山梨市",2021-01-31,0,13.549
"8942","大月市",2021-01-31,0,26.172
"8943","韮崎市",2021-01-31,0,20.691
"8944","南アルプス市",2021-01-31,0,52.678
"8945","北杜市",2021-01-31,0,20.892
"8946","甲斐市",2021-01-31,0,49.19
"8947","笛吹市",2021-01-31,0,54.674
"8948","上野原市",2021-01-31,0,31.415
"8949","甲州市",2021-01-31,0,15.665
"8950","中央市",2021-01-31,0,18.399
"8951","市川三郷町",2021-01-31,0,4.954
"8952","早川町",2021-01-31,0,0.25
"8953","身延町",2021-01-31,0,3.912
"8954","南部町",2021-01-31,0,1.878
"8955","富士川町",2021-01-31,0,4.673
"8956","昭和町",2021-01-31,0.099,11.235
"8957","道志村",2021-01-31,0,1.776
"8958","西桂町",2021-01-31,0,8.349
"8959","忍野村",2021-01-31,0,19.949
"8960","山中湖村",2021-01-31,0,11.516
"8961","鳴沢村",2021-01-31,0,6.46
"8962","富士河口湖町",2021-01-31,0,56.937
"8963","小菅村",2021-01-31,0,0.767
"8964","丹波山村",2021-01-31,0,0.587
"8965","甲府市",2021-02-01,0,303.585
"8966","富士吉田市",2021-02-01,0,115.266
"8967","都留市",2021-02-01,0,34.593
"8968","山梨市",2021-02-01,0,13.549
"8969","大月市",2021-02-01,0,26.172
"8970","韮崎市",2021-02-01,0,20.691
"8971","南アルプス市",2021-02-01,0,52.678
"8972","北杜市",2021-02-01,0,20.892
"8973","甲斐市",2021-02-01,0,49.19
"8974","笛吹市",2021-02-01,0,54.674
"8975","上野原市",2021-02-01,0,31.415
"8976","甲州市",2021-02-01,0,15.665
"8977","中央市",2021-02-01,0,18.399
"8978","市川三郷町",2021-02-01,0,4.954
"8979","早川町",2021-02-01,0,0.25
"8980","身延町",2021-02-01,0,3.912
"8981","南部町",2021-02-01,0,1.878
"8982","富士川町",2021-02-01,0,4.673
"8983","昭和町",2021-02-01,0,11.235
"8984","道志村",2021-02-01,0,1.776
"8985","西桂町",2021-02-01,0,8.349
"8986","忍野村",2021-02-01,0,19.949
"8987","山中湖村",2021-02-01,0,11.516
"8988","鳴沢村",2021-02-01,0,6.46
"8989","富士河口湖町",2021-02-01,0,56.937
"8990","小菅村",2021-02-01,0,0.767
"8991","丹波山村",2021-02-01,0,0.587
"8992","甲府市",2021-02-02,1,304.585
"8993","富士吉田市",2021-02-02,0,115.266
"8994","都留市",2021-02-02,0,34.593
"8995","山梨市",2021-02-02,0,13.549
"8996","大月市",2021-02-02,0,26.172
"8997","韮崎市",2021-02-02,0,20.691
"8998","南アルプス市",2021-02-02,0,52.678
"8999","北杜市",2021-02-02,0,20.892
"9000","甲斐市",2021-02-02,0,49.19
"9001","笛吹市",2021-02-02,0,54.674
"9002","上野原市",2021-02-02,0,31.415
"9003","甲州市",2021-02-02,0,15.665
"9004","中央市",2021-02-02,0,18.399
"9005","市川三郷町",2021-02-02,0,4.954
"9006","早川町",2021-02-02,0,0.25
"9007","身延町",2021-02-02,0,3.912
"9008","南部町",2021-02-02,0,1.878
"9009","富士川町",2021-02-02,0,4.673
"9010","昭和町",2021-02-02,0,11.235
"9011","道志村",2021-02-02,0,1.776
"9012","西桂町",2021-02-02,0,8.349
"9013","忍野村",2021-02-02,0,19.949
"9014","山中湖村",2021-02-02,0,11.516
"9015","鳴沢村",2021-02-02,0,6.46
"9016","富士河口湖町",2021-02-02,0,56.937
"9017","小菅村",2021-02-02,0,0.767
"9018","丹波山村",2021-02-02,0,0.587
"9019","甲府市",2021-02-03,0,304.585
"9020","富士吉田市",2021-02-03,0,115.266
"9021","都留市",2021-02-03,0,34.593
"9022","山梨市",2021-02-03,0,13.549
"9023","大月市",2021-02-03,0,26.172
"9024","韮崎市",2021-02-03,0,20.691
"9025","南アルプス市",2021-02-03,0,52.678
"9026","北杜市",2021-02-03,2,22.892
"9027","甲斐市",2021-02-03,0,49.19
"9028","笛吹市",2021-02-03,0.69,55.364
"9029","上野原市",2021-02-03,0,31.415
"9030","甲州市",2021-02-03,2.31,17.975
"9031","中央市",2021-02-03,0,18.399
"9032","市川三郷町",2021-02-03,0,4.954
"9033","早川町",2021-02-03,0,0.25
"9034","身延町",2021-02-03,0,3.912
"9035","南部町",2021-02-03,0,1.878
"9036","富士川町",2021-02-03,0,4.673
"9037","昭和町",2021-02-03,0,11.235
"9038","道志村",2021-02-03,0,1.776
"9039","西桂町",2021-02-03,0,8.349
"9040","忍野村",2021-02-03,0,19.949
"9041","山中湖村",2021-02-03,0,11.516
