treat,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
Yamanashi,2021-02-06,-15,-6,-11,-44,-12,6
Yamanashi,2021-02-07,-15,-4,-4,-39,-12,5
Yamanashi,2021-02-08,-17,-10,-19,-35,-7,5
Yamanashi,2021-02-09,-13,-7,-11,-31,-6,5
Yamanashi,2021-02-10,-7,-4,-5,-25,-6,3
Yamanashi,2021-02-11,6,-2,23,-27,-52,16
Yamanashi,2021-02-12,-14,-8,-11,-30,-12,6
Yamanashi,2021-02-13,-15,-6,-7,-39,-11,5
Yamanashi,2021-02-14,-15,-3,-10,-37,-9,4
Yamanashi,2021-02-15,-20,-14,-45,-38,-9,6
Yamanashi,2021-02-16,-9,-3,-10,-28,-7,4
Yamanashi,2021-02-17,-13,-8,-20,-30,-8,4
Yamanashi,2021-02-18,-15,-7,-19,-30,-7,4
Yamanashi,2021-02-19,-14,-8,-12,-27,-9,5
Yamanashi,2021-02-20,-12,0,-6,-34,-11,4
Yamanashi,2021-02-21,-11,0,12,-24,-9,4
Yamanashi,2021-02-22,-5,-3,5,-23,-9,3
Yamanashi,2021-02-23,10,-2,34,-19,-53,17
Yamanashi,2021-02-24,-13,-5,-11,-26,-6,3
Yamanashi,2021-02-25,-11,-3,-12,-26,-6,3
Yamanashi,2021-02-26,-14,-7,-24,-29,-8,5
Yamanashi,2021-02-27,-12,-3,-19,-38,-10,5
Yamanashi,2021-02-28,-11,3,-6,-32,-6,3
Yamanashi,2021-03-01,-12,-7,-10,-33,-6,3
Yamanashi,2021-03-02,-15,-8,-34,-35,-7,6
Yamanashi,2021-03-03,-8,-4,-2,-26,-9,4
Yamanashi,2021-03-04,-12,-6,-7,-28,-7,4
Yamanashi,2021-03-05,-14,-9,-19,-28,-9,5
Yamanashi,2021-03-06,-9,-3,-7,-37,-12,4
Yamanashi,2021-03-07,-11,-2,-21,-34,-9,4
Yamanashi,2021-03-08,-12,-9,-32,-31,-8,5
Yamanashi,2021-03-09,-8,-5,-4,-26,-6,4
Yamanashi,2021-03-10,-5,-2,3,-21,-8,3
Yamanashi,2021-03-11,-5,-4,4,-20,-8,3
Yamanashi,2021-03-12,-9,-7,-15,-23,-10,5
Yamanashi,2021-03-13,-13,-10,-48,-42,-16,7
Yamanashi,2021-03-14,-3,5,20,-16,-6,2
Yamanashi,2021-03-15,-6,-5,5,-20,-7,3
Yamanashi,2021-03-16,-5,-1,10,-20,-6,3
Yamanashi,2021-03-17,-4,-3,6,-18,-8,3
Yamanashi,2021-03-18,-5,-2,6,-19,-6,2
Yamanashi,2021-03-19,-2,-3,14,-13,-11,4
Yamanashi,2021-03-20,1,7,18,-15,-25,3
Yamanashi,2021-03-21,-17,-11,-53,-37,-11,6
Yamanashi,2021-03-22,-7,-4,-2,-19,-7,3
Yamanashi,2021-03-23,1,-1,31,-13,-7,3
Yamanashi,2021-03-24,-1,-1,36,-7,-9,2
Yamanashi,2021-03-25,-2,0,18,-10,-6,2
Yamanashi,2021-03-26,0,0,53,0,-11,4
Yamanashi,2021-03-27,1,6,75,0,-12,2
Yamanashi,2021-03-28,-6,1,-9,-16,-7,3
Yamanashi,2021-03-29,2,-1,49,-7,-10,3
Yamanashi,2021-03-30,5,2,62,-4,-8,3
Yamanashi,2021-03-31,4,2,54,-6,-10,2
Yamanashi,2021-04-01,-4,-1,41,-11,-9,2
Yamanashi,2021-04-02,-5,-4,38,-9,-12,4
Yamanashi,2021-04-03,0,5,59,1,-13,3
Yamanashi,2021-04-04,-7,1,7,-14,-9,3
Yamanashi,2021-04-05,-7,-4,-9,-24,-11,4
Yamanashi,2021-04-06,-2,0,29,-14,-12,3
Yamanashi,2021-04-07,-5,-3,24,-12,-12,3
Yamanashi,2021-04-08,-9,-3,19,-12,-10,3
Yamanashi,2021-04-09,-9,-5,14,-11,-11,4
Yamanashi,2021-04-10,-4,4,41,-13,-14,4
Yamanashi,2021-04-11,-5,7,41,-4,-9,2
Yamanashi,2021-04-12,-10,-6,11,-17,-9,3
Yamanashi,2021-04-13,-10,-4,-13,-22,-9,4
Yamanashi,2021-04-14,-10,-5,-2,-19,-10,3
Yamanashi,2021-04-15,-7,2,11,-15,-8,2
Yamanashi,2021-04-16,-10,-4,-5,-16,-10,4
Yamanashi,2021-04-17,-13,-6,-42,-40,-15,6
Yamanashi,2021-04-18,-7,5,24,-15,-9,3
Yamanashi,2021-04-19,-10,-4,14,-16,-8,3
Yamanashi,2021-04-20,-5,3,23,-11,-7,2
Yamanashi,2021-04-21,-6,-1,32,-11,-10,2
Yamanashi,2021-04-22,-8,-2,21,-12,-7,2
Yamanashi,2021-04-23,-7,-1,18,-11,-9,3
Yamanashi,2021-04-24,-5,3,34,-17,-12,3
Yamanashi,2021-04-25,-8,4,16,-20,-7,3
Yamanashi,2021-04-26,-9,-2,9,-19,-7,2
Yamanashi,2021-04-27,-6,1,16,-15,-6,2
Yamanashi,2021-04-28,0,1,14,-5,-8,1
Yamanashi,2021-04-29,3,-6,-18,-24,-53,18
Yamanashi,2021-04-30,3,9,49,-3,-22,7
