"city","week","infected","newGZ","avg_temp","avg_rainfall","週","mobility","cuminfected","cumGZ","infected_2w","infected_1w","infected_yest","pop","mobility_per","susceptible","SOE"
"富士河口湖町",2021-02-01,0.272,1,2.78571428571429,1.07142857142857,"202102_W1",28538,57.209,94,0,0.816,0,26562,1.07439198855508,26504.791,0
"小菅村",2021-02-01,0,0,5.35714285714286,0.571428571428571,"202102_W1",634,0.767,1,0,0.005,0,715,0.886713286713287,714.233,0
"山中湖村",2021-02-01,0.059,0,1.02857142857143,1,"202102_W1",7399,11.575,29,0,0.178,0,5789,1.27811366384522,5777.425,0
"山梨市",2021-02-01,0,0,5.35714285714286,0.571428571428571,"202102_W1",32233,13.549,34,0,0.238,0,34357,0.938178537124895,34343.451,0
"市川三郷町",2021-02-01,0.06,1,4.54285714285714,1.78571428571429,"202102_W1",14211,5.014,8,0.62,0,0.62,15604,0.910728018456806,15598.986,0
"忍野村",2021-02-01,0.098,0,1.02857142857143,1,"202102_W1",8335,20.047,13,0,0.295,0,9595,0.868681605002605,9574.953,0
"早川町",2021-02-01,0.004,0,4.54285714285714,1.78571428571429,"202102_W1",1279,0.254,3,0.04,0,0.04,1018,1.25638506876228,1017.746,0
"昭和町",2021-02-01,0.079,3,6.64285714285714,0.857142857142857,"202102_W1",26411,11.314,91,0,0.398,0,20452,1.29136514766282,20440.686,0
"甲州市",2021-02-01,2.31,2,5.35714285714286,0.571428571428571,"202102_W1",30267,17.975,42,0,0,0,30990,0.976669893514037,30972.025,0
"甲府市",2021-02-01,1.726,13,6.64285714285714,0.857142857142857,"202102_W1",200603,305.311,341,3,3,3,187171,1.07176325392288,186865.689,0
"甲斐市",2021-02-01,0,5,6.64285714285714,0.857142857142857,"202102_W1",67424,49.19,72,0,1,0,75522,0.892772966817616,75472.81,0
"笛吹市",2021-02-01,0.69,1,3.41428571428571,0.5,"202102_W1",69938,55.364,89,0,2.69,0,68924,1.01471185653764,68868.636,0
"西桂町",2021-02-01,0.043,0,2.78571428571429,1.07142857142857,"202102_W1",3307,8.392,6,0,0.13,0,4238,0.780320906087777,4229.608,0
"身延町",2021-02-01,0.044,0,4.54285714285714,1.78571428571429,"202102_W1",13418,3.956,6,0.449,0,0.449,11306,1.18680346718557,11302.044,0
"道志村",2021-02-01,0,0,5.18571428571429,0.285714285714286,"202102_W1",1746,1.776,5,0,0.011,0,1652,1.05690072639225,1650.224,0
"都留市",2021-02-01,0,2,5.18571428571429,0.285714285714286,"202102_W1",31717,34.593,53,0,0.207,0,29859,1.0622257945678,29824.407,0
"韮崎市",2021-02-01,0,0,4.78571428571429,2.64285714285714,"202102_W1",33950,20.691,27,0,0,0,29124,1.16570526026645,29103.309,0
"鳴沢村",2021-02-01,0.032,1,2.78571428571429,1.07142857142857,"202102_W1",3639,6.492,13,0,0.096,0,3133,1.16150654324928,3126.508,0
"上野原市",2021-02-08,0.158,1,4.35714285714286,0,"202102_W2",23893,31.573,34,0.604,0,0.604,22799,1.04798456072635,22767.427,0
"中央市",2021-02-08,4.127,0,6.5,0,"202102_W2",30303,22.526,28,0.038,0,0.038,30978,0.97821034282394,30955.474,0
"丹波山村",2021-02-08,0.004,0,5.51428571428571,0,"202102_W2",778,0.591,5,0.015,0,0.015,540,1.44074074074074,539.409,0
"北杜市",2021-02-08,0,6,2.9,0,"202102_W2",48168,24.892,77,0.056,1,0.056,46421,1.03763382951681,46396.108,0
"南アルプス市",2021-02-08,0,3,4.7,0,"202102_W2",68012,52.678,53,0.087,1,0.087,71370,0.952949418523189,71317.322,0
"南部町",2021-02-08,0,0,6.62857142857143,0,"202102_W2",7397,1.907,7,0.009,0.301,0.009,7569,0.977275729951116,7567.093,0
"大月市",2021-02-08,0.163,0,4.35714285714286,0,"202102_W2",24137,26.335,28,0.623,0,0.623,23516,1.02640755230481,23489.665,0
"富士吉田市",2021-02-08,1.485,34,2.3,0,"202102_W2",48836,117.246,128,0.059,0,0.059,48331,1.01044878028594,48213.754,0
"富士川町",2021-02-08,0,1,5.02857142857143,0,"202102_W2",14339,4.731,25,0.018,0.59,0.018,14855,0.965264220801077,14850.269,0
"富士河口湖町",2021-02-08,0.816,15,2.3,0,"202102_W2",27750,58.025,109,0.032,0,0.032,26562,1.04472554777502,26503.975,0
"小菅村",2021-02-08,0.005,1,5.51428571428571,0,"202102_W2",826,0.772,2,0.019,0,0.019,715,1.15524475524476,714.228,0
"山中湖村",2021-02-08,0.178,1,0.457142857142857,0,"202102_W2",7733,11.753,30,0.007,0,0.007,5789,1.33580929348765,5777.247,0
"山梨市",2021-02-08,0.238,5,5.51428571428571,0,"202102_W2",33785,13.787,39,0.042,0,0.042,34357,0.983351282125913,34343.213,0
"市川三郷町",2021-02-08,0,1,5.02857142857143,0,"202102_W2",13382,5.014,9,0.019,0.62,0.019,15604,0.857600615226865,15598.986,0
"忍野村",2021-02-08,0.295,0,0.457142857142857,0,"202102_W2",8382,20.342,13,0.012,0,0.012,9595,0.873579989577905,9574.658,0
"早川町",2021-02-08,0,0,5.02857142857143,0,"202102_W2",1241,0.254,3,0.001,0.04,0.001,1018,1.21905697445973,1017.746,0
"昭和町",2021-02-08,0.398,11,6.5,0,"202102_W2",27307,11.712,102,0.025,0,0.025,20452,1.33517504400548,20440.288,0
"甲州市",2021-02-08,0,0,5.51428571428571,0,"202102_W2",30090,17.975,42,0.038,0,0.038,30990,0.970958373668925,30972.025,0
"甲府市",2021-02-08,3,38,6.5,0,"202102_W2",200400,308.311,379,0.228,3,0.228,187171,1.07067868419787,186862.689,0
"甲斐市",2021-02-08,1,10,6.5,0,"202102_W2",68380,50.19,82,0.092,0,0.092,75522,0.905431529885331,75471.81,0
"笛吹市",2021-02-08,2.69,7,3.61428571428571,0,"202102_W2",70055,58.054,96,2.084,0,2.084,68924,1.01640937844582,68865.946,0
"西桂町",2021-02-08,0.13,1,2.3,0,"202102_W2",3306,8.522,7,0.005,0,0.005,4238,0.780084945729117,4229.478,0
"身延町",2021-02-08,0,0,5.02857142857143,0,"202102_W2",12669,3.956,6,0.014,0.449,0.014,11306,1.12055545727932,11302.044,0
"道志村",2021-02-08,0.011,1,4.35714285714286,0,"202102_W2",1907,1.787,6,0.044,0,0.044,1652,1.1543583535109,1650.213,0
"都留市",2021-02-08,0.207,14,4.35714285714286,0,"202102_W2",31286,34.8,67,0.792,0,0.792,29859,1.0477912857095,29824.2,0
"韮崎市",2021-02-08,0,2,4.7,0,"202102_W2",32140,20.691,29,0.035,0,0.035,29124,1.10355720368081,29103.309,0
"鳴沢村",2021-02-08,0.096,0,2.3,0,"202102_W2",3465,6.588,13,0.004,0,0.004,3133,1.1059687200766,3126.412,0
"上野原市",2021-02-15,0,0,5.91428571428571,6.35714285714286,"202102_W3",23907,31.573,34,0,0.604,0,22799,1.04859862274661,22767.427,0
"中央市",2021-02-15,0,3,7.12857142857143,4.85714285714286,"202102_W3",31850,22.526,31,0,0.038,0,30978,1.02814900897411,30955.474,0
"丹波山村",2021-02-15,0,0,5.84285714285714,5,"202102_W3",570,0.591,5,0,0.015,0,540,1.05555555555556,539.409,0
"北杜市",2021-02-15,1,9,2.88571428571429,3,"202102_W3",44424,25.892,86,0,0.056,0,46421,0.95698067684884,46395.108,0
"南アルプス市",2021-02-15,1,15,5.31428571428571,4.85714285714286,"202102_W3",66719,53.678,68,0.214,0.087,0.214,71370,0.934832562701415,71316.322,0
"南部町",2021-02-15,0.301,0,7.22857142857143,9,"202102_W3",7720,2.208,7,0,0.009,0,7569,1.01994979521733,7566.792,0
"大月市",2021-02-15,0,4,5.91428571428571,6.35714285714286,"202102_W3",23721,26.335,32,0,0.623,0,23516,1.00871746895731,23489.665,0
"富士吉田市",2021-02-15,0,16,3.04285714285714,7.28571428571429,"202102_W3",49724,117.246,144,0,0.059,0,48331,1.02882208106598,48213.754,0
"富士川町",2021-02-15,0.59,1,6.32857142857143,6.92857142857143,"202102_W3",14216,5.321,26,0,0.018,0,14855,0.956984180410636,14849.679,0
"富士河口湖町",2021-02-15,0,7,3.04285714285714,7.28571428571429,"202102_W3",28317,58.025,116,0,0.032,0,26562,1.06607183194037,26503.975,0
"小菅村",2021-02-15,0,0,5.84285714285714,5,"202102_W3",716,0.772,2,0,0.019,0,715,1.0013986013986,714.228,0
"山中湖村",2021-02-15,0,2,1.7,9.14285714285714,"202102_W3",7467,11.753,32,0,0.007,0,5789,1.28986007946105,5777.247,0
"山梨市",2021-02-15,0,3,5.84285714285714,5,"202102_W3",33253,13.787,42,0,0.042,0,34357,0.967866810257007,34343.213,0
"市川三郷町",2021-02-15,0.62,1,6.32857142857143,6.92857142857143,"202102_W3",13861,5.634,10,0,0.019,0,15604,0.888297872340426,15598.366,0
"忍野村",2021-02-15,0,0,1.7,9.14285714285714,"202102_W3",8362,20.342,13,0,0.012,0,9595,0.871495570609693,9574.658,0
"早川町",2021-02-15,0.04,0,6.32857142857143,6.92857142857143,"202102_W3",1294,0.294,3,0,0.001,0,1018,1.27111984282908,1017.706,0
"昭和町",2021-02-15,0,7,7.12857142857143,4.85714285714286,"202102_W3",27402,11.712,109,1,0.025,1,20452,1.33982006649716,20440.288,0
"甲州市",2021-02-15,0,5,5.84285714285714,5,"202102_W3",30000,17.975,47,0,0.038,0,30990,0.968054211035818,30972.025,0
"甲府市",2021-02-15,3,77,7.12857142857143,4.85714285714286,"202102_W3",198761,311.311,456,0.56,0.228,0.56,187171,1.06192198577771,186859.689,0
"甲斐市",2021-02-15,0,7,7.12857142857143,4.85714285714286,"202102_W3",67221,50.19,89,0.226,0.092,0.226,75522,0.89008500834194,75471.81,0
"笛吹市",2021-02-15,0,5,3.92857142857143,5,"202102_W3",69215,58.054,101,0,2.084,0,68924,1.00422204166908,68865.946,0
"西桂町",2021-02-15,0,0,3.04285714285714,7.28571428571429,"202102_W3",2956,8.522,7,0,0.005,0,4238,0.697498820198207,4229.478,0
"身延町",2021-02-15,0.449,0,6.32857142857143,6.92857142857143,"202102_W3",13636,4.405,6,0,0.014,0,11306,1.20608526446135,11301.595,0
"道志村",2021-02-15,0,0,5.91428571428571,6.35714285714286,"202102_W3",2347,1.787,6,0,0.044,0,1652,1.42070217917676,1650.213,0
"都留市",2021-02-15,0,1,5.91428571428571,6.35714285714286,"202102_W3",31820,34.8,68,0,0.792,0,29859,1.06567534076828,29824.2,0
"韮崎市",2021-02-15,0,0,5.31428571428571,4.85714285714286,"202102_W3",32976,20.691,29,0,0.035,0,29124,1.13226205191595,29103.309,0
"鳴沢村",2021-02-15,0,0,3.04285714285714,7.28571428571429,"202102_W3",3582,6.588,13,0,0.004,0,3133,1.14331311841685,3126.412,0
"上野原市",2021-02-22,0.604,0,5.24285714285714,0,"202102_W4",23851,32.177,34,0.157,0,0.157,22799,1.04614237466556,22766.823,0
"中央市",2021-02-22,0.038,7,7.57142857142857,0,"202102_W4",31751,22.564,38,2.483,0,2.483,30978,1.02495319258829,30955.436,0
"丹波山村",2021-02-22,0.015,0,6.54285714285714,0,"202102_W4",639,0.606,5,0.004,0,0.004,540,1.18333333333333,539.394,0
"北杜市",2021-02-22,0.056,1,3.14285714285714,0.142857142857143,"202102_W4",46635,25.948,87,0.056,0,0.056,46421,1.004609982551,46395.052,0
"南アルプス市",2021-02-22,0.087,8,5.84285714285714,0,"202102_W4",65843,53.765,76,0.784,0.214,0.784,71370,0.922558497968334,71316.235,0
"南部町",2021-02-22,0.009,0,8.11428571428571,0,"202102_W4",7437,2.217,7,0.009,0,0.009,7569,0.982560443915973,7566.783,0
"大月市",2021-02-22,0.623,0,5.24285714285714,0,"202102_W4",23807,26.958,32,0.162,0,0.162,23516,1.01237455349549,23489.042,0
"富士吉田市",2021-02-22,0.059,21,3.51428571428571,0,"202102_W4",48233,117.305,165,0.332,0,0.332,48331,0.997972315904906,48213.695,0
"富士川町",2021-02-22,0.018,2,6.92857142857143,0,"202102_W4",13502,5.339,28,0.018,0,0.018,14855,0.90891955570515,14849.661,0
"富士河口湖町",2021-02-22,0.032,8,3.51428571428571,0,"202102_W4",28098,58.057,124,0.182,0,0.182,26562,1.05782697086063,26503.943,0
"小菅村",2021-02-22,0.019,0,6.54285714285714,0,"202102_W4",720,0.791,2,0.005,0,0.005,715,1.00699300699301,714.209,0
"山中湖村",2021-02-22,0.007,1,1.25714285714286,0,"202102_W4",7748,11.76,33,0.04,0,0.04,5789,1.33840041457937,5777.24,0
"山梨市",2021-02-22,0.042,4,6.54285714285714,0,"202102_W4",32184,13.829,46,0.042,0,0.042,34357,0.936752335768548,34343.171,0
"市川三郷町",2021-02-22,0.019,1,6.92857142857143,0,"202102_W4",13763,5.653,11,0.019,0,0.019,15604,0.882017431427839,15598.347,0
"忍野村",2021-02-22,0.012,0,1.25714285714286,0,"202102_W4",8179,20.354,13,0.066,0,0.066,9595,0.852423137050547,9574.646,0
"早川町",2021-02-22,0.001,0,6.92857142857143,0,"202102_W4",1165,0.295,3,0.001,0,0.001,1018,1.14440078585462,1017.705,0
"昭和町",2021-02-22,0.025,20,7.57142857142857,0,"202102_W4",27553,11.737,129,0.025,1,0.025,20452,1.34720320751027,20440.263,0
"甲州市",2021-02-22,0.038,9,6.54285714285714,0,"202102_W4",29992,18.013,56,0.038,0,0.038,30990,0.967796063246208,30971.987,0
"甲府市",2021-02-22,0.228,44,7.57142857142857,0,"202102_W4",198664,311.539,500,4.799,0.56,4.799,187171,1.06140374310123,186859.461,0
"甲斐市",2021-02-22,0.092,19,7.57142857142857,0,"202102_W4",67605,50.282,108,0.379,0.226,0.379,75522,0.895169619448637,75471.718,0
"笛吹市",2021-02-22,2.084,12,4.87142857142857,0,"202102_W4",69324,60.138,113,0.084,0,0.084,68924,1.00580349370321,68863.862,0
"西桂町",2021-02-22,0.005,0,3.51428571428571,0,"202102_W4",3175,8.527,7,0.029,0,0.029,4238,0.749174138744691,4229.473,0
"身延町",2021-02-22,0.014,0,6.92857142857143,0,"202102_W4",14015,4.419,6,0.014,0,0.014,11306,1.23960728816558,11301.581,0
"道志村",2021-02-22,0.044,1,5.24285714285714,0,"202102_W4",2395,1.831,7,0.011,0,0.011,1652,1.44975786924939,1650.169,0
"都留市",2021-02-22,0.792,1,5.24285714285714,0,"202102_W4",31637,35.592,69,0.205,0,0.205,29859,1.05954653538297,29823.408,0
"韮崎市",2021-02-22,0.035,9,5.84285714285714,0,"202102_W4",32708,20.726,38,0.035,0,0.035,29124,1.12306001922813,29103.274,0
"鳴沢村",2021-02-22,0.004,0,3.51428571428571,0,"202102_W4",3769,6.592,13,0.022,0,0.022,3133,1.20300031918289,3126.408,0
"上野原市",2021-03-01,0,0,8.32857142857143,1.07142857142857,"202103_W1",24101,32.177,34,0,0.157,0,22799,1.05710776788456,22766.823,0
"中央市",2021-03-01,0,0,9.65714285714286,1,"202103_W1",31585,22.564,38,1.097,2.483,1.097,30978,1.01959455097166,30955.436,0
"丹波山村",2021-03-01,0,0,8.85714285714286,1.57142857142857,"202103_W1",686,0.606,5,0,0.004,0,540,1.27037037037037,539.394,0
"北杜市",2021-03-01,0,0,5.12857142857143,1.28571428571429,"202103_W1",47576,25.948,87,1,0.056,1,46421,1.02488098059068,46395.052,0
"南アルプス市",2021-03-01,0.214,0,7.81428571428571,1.07142857142857,"202103_W1",65425,53.979,76,0.224,0.784,0.224,71370,0.91670169539022,71316.021,0
"南部町",2021-03-01,0,0,10.4142857142857,5.57142857142857,"202103_W1",7483,2.217,7,0,0.009,0,7569,0.988637864975558,7566.783,0
"大月市",2021-03-01,0,0,8.32857142857143,1.07142857142857,"202103_W1",23100,26.958,32,0,0.162,0,23516,0.982309916652492,23489.042,0
"富士吉田市",2021-03-01,0,0,5.62857142857143,1.64285714285714,"202103_W1",47895,117.305,165,0,0.332,0,48331,0.990978874842234,48213.695,0
"富士川町",2021-03-01,0,0,9.38571428571429,2.21428571428571,"202103_W1",13907,5.339,28,0,0.018,0,14855,0.936183103332211,14849.661,0
"富士河口湖町",2021-03-01,0,0,5.62857142857143,1.64285714285714,"202103_W1",28793,58.057,124,0,0.182,0,26562,1.08399216926436,26503.943,0
"小菅村",2021-03-01,0,0,8.85714285714286,1.57142857142857,"202103_W1",686,0.791,2,0,0.005,0,715,0.959440559440559,714.209,0
"山中湖村",2021-03-01,0,0,4.67142857142857,6,"202103_W1",8525,11.76,33,0,0.04,0,5789,1.47262048713077,5777.24,0
"山梨市",2021-03-01,0,0,8.85714285714286,1.57142857142857,"202103_W1",33282,13.829,46,0,0.042,0,34357,0.968710888610763,34343.171,0
"市川三郷町",2021-03-01,0,0,9.38571428571429,2.21428571428571,"202103_W1",13216,5.653,11,0,0.019,0,15604,0.846962317354524,15598.347,0
"忍野村",2021-03-01,0,0,4.67142857142857,6,"202103_W1",8409,20.354,13,0,0.066,0,9595,0.876393955184992,9574.646,0
"早川町",2021-03-01,0,0,9.38571428571429,2.21428571428571,"202103_W1",1290,0.295,3,0,0.001,0,1018,1.2671905697446,1017.705,0
"昭和町",2021-03-01,1,0,9.65714285714286,1,"202103_W1",27915,12.737,129,0,0.025,0,20452,1.36490318795228,20439.263,0
"甲州市",2021-03-01,0,0,8.85714285714286,1.57142857142857,"202103_W1",29741,18.013,56,0,0.038,0,30990,0.959696676347209,30971.987,0
"甲府市",2021-03-01,0.56,0,9.65714285714286,1,"202103_W1",202973,312.099,500,1.587,4.799,1.587,187171,1.08442547189468,186858.901,0
"甲斐市",2021-03-01,0.226,0,9.65714285714286,1,"202103_W1",66121,50.508,108,0.722,0.379,0.722,75522,0.875519716109213,75471.492,0
"笛吹市",2021-03-01,0,0,7.24285714285714,4.5,"202103_W1",68882,60.138,113,0,0.084,0,68924,0.999390633161163,68863.862,0
"西桂町",2021-03-01,0,0,5.62857142857143,1.64285714285714,"202103_W1",3961,8.527,7,0,0.029,0,4238,0.934638980651251,4229.473,0
"身延町",2021-03-01,0,0,9.38571428571429,2.21428571428571,"202103_W1",13632,4.419,6,0,0.014,0,11306,1.20573147001592,11301.581,0
"道志村",2021-03-01,0,0,8.32857142857143,1.07142857142857,"202103_W1",2177,1.831,7,0,0.011,0,1652,1.31779661016949,1650.169,0
"都留市",2021-03-01,0,0,8.32857142857143,1.07142857142857,"202103_W1",31905,35.592,69,0,0.205,0,29859,1.06852205365217,29823.408,0
"韮崎市",2021-03-01,0,0,7.81428571428571,1.07142857142857,"202103_W1",32762,20.726,38,0.369,0.035,0.369,29124,1.12491416014284,29103.274,0
"鳴沢村",2021-03-01,0,0,5.62857142857143,1.64285714285714,"202103_W1",3574,6.592,13,0,0.022,0,3133,1.14075965528248,3126.408,0
"上野原市",2021-03-08,0.157,3,7.8,4.78571428571429,"202103_W2",23422,32.334,37,0.445,0,0.445,22799,1.02732575990175,22766.666,0
"中央市",2021-03-08,2.483,5,9.88571428571429,6.07142857142857,"202103_W2",30755,25.047,43,0.038,1.097,0.038,30978,0.992801342888502,30952.953,0
"丹波山村",2021-03-08,0.004,0,8.87142857142857,3.92857142857143,"202103_W2",575,0.61,5,0.01,0,0.01,540,1.06481481481481,539.39,0
"北杜市",2021-03-08,0.056,8,6.07142857142857,4.57142857142857,"202103_W2",47568,26.004,95,0.056,1,0.056,46421,1.02470864479438,46394.996,0
"南アルプス市",2021-03-08,0.784,6,8.31428571428571,7.5,"202103_W2",65297,54.763,82,0.087,0.224,0.087,71370,0.91490822474429,71315.237,0
"南部町",2021-03-08,0.009,2,9.84285714285714,10.7857142857143,"202103_W2",7357,2.226,9,0.009,0,0.009,7569,0.97199101598626,7566.774,0
"大月市",2021-03-08,0.162,5,7.8,4.78571428571429,"202103_W2",23273,27.12,37,0.459,0,0.459,23516,0.989666609967682,23488.88,0
"富士吉田市",2021-03-08,0.332,19,5.71428571428571,8.64285714285714,"202103_W2",49777,117.637,184,0.332,0,0.332,48331,1.02991868572966,48213.363,0
"富士川町",2021-03-08,0.018,3,8.62857142857143,8.42857142857143,"202103_W2",14102,5.357,31,0.018,0,0.018,14855,0.94930999663413,14849.643,0
"富士河口湖町",2021-03-08,0.182,10,5.71428571428571,8.64285714285714,"202103_W2",29638,58.239,134,0.182,0,0.182,26562,1.11580453279121,26503.761,0
"小菅村",2021-03-08,0.005,0,8.87142857142857,3.92857142857143,"202103_W2",875,0.796,2,0.014,0,0.014,715,1.22377622377622,714.204,0
"山中湖村",2021-03-08,0.04,0,4.34285714285714,7.78571428571429,"202103_W2",7630,11.8,33,0.04,0,0.04,5789,1.3180169286578,5777.2,0
"山梨市",2021-03-08,0.042,5,8.87142857142857,3.92857142857143,"202103_W2",31681,13.871,51,0.042,0,0.042,34357,0.922111942253398,34343.129,0
"市川三郷町",2021-03-08,0.019,2,8.62857142857143,8.42857142857143,"202103_W2",13234,5.672,13,0.019,0,0.019,15604,0.848115867726224,15598.328,0
"忍野村",2021-03-08,0.066,2,4.34285714285714,7.78571428571429,"202103_W2",8472,20.42,15,0.066,0,0.066,9595,0.882959874934862,9574.58,0
"早川町",2021-03-08,0.001,0,8.62857142857143,8.42857142857143,"202103_W2",1082,0.296,3,0.001,0,0.001,1018,1.06286836935167,1017.704,0
"昭和町",2021-03-08,0.025,10,9.88571428571429,6.07142857142857,"202103_W2",27599,12.762,139,0.025,0,0.025,20452,1.34945237629572,20439.238,0
"甲州市",2021-03-08,0.038,4,8.87142857142857,3.92857142857143,"202103_W2",29671,18.051,60,0.038,0,0.038,30990,0.957437883188125,30971.949,0
"甲府市",2021-03-08,4.799,57,9.88571428571429,6.07142857142857,"202103_W2",201095,316.898,557,2.959,1.587,2.959,187171,1.07439186626133,186854.102,0
"甲斐市",2021-03-08,0.379,13,9.88571428571429,6.07142857142857,"202103_W2",66700,50.887,121,0.092,0.722,0.092,75522,0.88318635629353,75471.113,0
"笛吹市",2021-03-08,0.084,24,6.92857142857143,4.92857142857143,"202103_W2",70025,60.222,137,0.353,0,0.353,68924,1.01597411641808,68863.778,0
"西桂町",2021-03-08,0.029,1,5.71428571428571,8.64285714285714,"202103_W2",4108,8.556,8,0.029,0,0.029,4238,0.969325153374233,4229.444,0
"身延町",2021-03-08,0.014,0,8.62857142857143,8.42857142857143,"202103_W2",14281,4.433,6,0.014,0,0.014,11306,1.26313461878649,11301.567,0
"道志村",2021-03-08,0.011,1,7.8,4.78571428571429,"202103_W2",2310,1.842,8,0.032,0,0.032,1652,1.39830508474576,1650.158,0
"都留市",2021-03-08,0.205,8,7.8,4.78571428571429,"202103_W2",31456,35.797,77,0.583,0,0.583,29859,1.05348471147728,29823.203,0
"韮崎市",2021-03-08,0.035,4,8.31428571428571,7.5,"202103_W2",32337,20.761,42,0.035,0.369,0.035,29124,1.11032138442522,29103.239,0
"鳴沢村",2021-03-08,0.022,0,5.71428571428571,8.64285714285714,"202103_W2",3437,6.614,13,0.022,0,0.022,3133,1.09703159910629,3126.386,0
"上野原市",2021-03-15,0,3,10.9142857142857,7.78571428571429,"202103_W3",24673,32.334,40,7.901,0.445,7.901,22799,1.08219658756963,22766.666,0
"中央市",2021-03-15,1.097,9,12.4142857142857,4,"202103_W3",30919,26.144,52,0,0.038,0,30978,0.998095422557944,30951.856,0
"丹波山村",2021-03-15,0,0,11.8285714285714,4,"202103_W3",653,0.61,5,0.116,0.01,0.116,540,1.20925925925926,539.39,0
"北杜市",2021-03-15,1,6,9.07142857142857,3.64285714285714,"202103_W3",45332,27.004,101,0,0.056,0,46421,0.976540789728787,46393.996,0
"南アルプス市",2021-03-15,0.224,11,11.1571428571429,4.35714285714286,"202103_W3",66216,54.987,93,0,0.087,0,71370,0.927784783522488,71315.013,0
"南部町",2021-03-15,0,0,12.9857142857143,19.5,"202103_W3",7780,2.226,9,0,0.009,0,7569,1.02787686616462,7566.774,0
"大月市",2021-03-15,0,9,10.9142857142857,7.78571428571429,"202103_W3",23500,27.12,46,5.055,0.459,5.055,23516,0.999319612178942,23488.88,0
"富士吉田市",2021-03-15,0,7,8.74285714285714,7.64285714285714,"202103_W3",51591,117.637,191,3.645,0.332,3.645,48331,1.06745153214293,48213.363,0
"富士川町",2021-03-15,0,1,11.8142857142857,7.35714285714286,"202103_W3",14510,5.357,32,0,0.018,0,14855,0.976775496465836,14849.643,0
"富士河口湖町",2021-03-15,0,2,8.74285714285714,7.64285714285714,"202103_W3",31410,58.239,136,0.633,0.182,0.633,26562,1.18251637677886,26503.761,0
"小菅村",2021-03-15,0,0,11.8285714285714,4,"202103_W3",805,0.796,2,0.153,0.014,0.153,715,1.12587412587413,714.204,0
"山中湖村",2021-03-15,0,4,7.41428571428571,20.3571428571429,"202103_W3",7420,11.8,37,0,0.04,0,5789,1.28174123337364,5777.2,0
"山梨市",2021-03-15,0,3,11.8285714285714,4,"202103_W3",32535,13.871,54,0,0.042,0,34357,0.94696859446401,34343.129,0
"市川三郷町",2021-03-15,0,4,11.8142857142857,7.35714285714286,"202103_W3",14359,5.672,17,0,0.019,0,15604,0.920212765957447,15598.328,0
"忍野村",2021-03-15,0,1,7.41428571428571,20.3571428571429,"202103_W3",8292,20.42,16,0,0.066,0,9595,0.864200104220948,9574.58,0
"早川町",2021-03-15,0,1,11.8142857142857,7.35714285714286,"202103_W3",1681,0.296,4,0,0.001,0,1018,1.65127701375246,1017.704,0
"昭和町",2021-03-15,0,6,12.4142857142857,4,"202103_W3",26459,12.762,145,0,0.025,0,20452,1.29371210639546,20439.238,0
"甲州市",2021-03-15,0,8,11.8285714285714,4,"202103_W3",30443,18.051,68,0,0.038,0,30990,0.982349144885447,30971.949,0
"甲府市",2021-03-15,1.587,89,12.4142857142857,4,"202103_W3",200972,318.485,646,1,2.959,1,187171,1.07373471317672,186852.515,0
"甲斐市",2021-03-15,0.722,8,12.4142857142857,4,"202103_W3",66050,51.609,129,0,0.092,0,75522,0.874579592701464,75470.391,0
"笛吹市",2021-03-15,0,5,10.2714285714286,11.1428571428571,"202103_W3",69248,60.222,142,1.722,0.353,1.722,68924,1.0047008298996,68863.778,0
"西桂町",2021-03-15,0,1,8.74285714285714,7.64285714285714,"202103_W3",4131,8.556,9,0,0.029,0,4238,0.974752241623407,4229.444,0
"身延町",2021-03-15,0,1,11.8142857142857,7.35714285714286,"202103_W3",14668,4.433,7,0,0.014,0,11306,1.29736423138157,11301.567,0
"道志村",2021-03-15,0,0,10.9142857142857,7.78571428571429,"202103_W3",2382,1.842,8,0.355,0.032,0.355,1652,1.44188861985472,1650.158,0
"都留市",2021-03-15,0,10,10.9142857142857,7.78571428571429,"202103_W3",31381,35.797,87,6.419,0.583,6.419,29859,1.05097290599149,29823.203,0
"韮崎市",2021-03-15,0.369,5,11.1571428571429,4.35714285714286,"202103_W3",33753,21.13,47,0,0.035,0,29124,1.15894107952204,29102.87,0
"鳴沢村",2021-03-15,0,0,8.74285714285714,7.64285714285714,"202103_W3",3902,6.614,13,0,0.022,0,3133,1.24545164379189,3126.386,0
"上野原市",2021-03-22,0.445,0,9.62857142857143,1.78571428571429,"202103_W4",23887,32.779,40,3.227,7.901,3.227,22799,1.04772139128909,22766.221,0
"中央市",2021-03-22,0.038,5,11.7571428571429,1.35714285714286,"202103_W4",31063,26.182,57,0.24,0,0.24,30978,1.0027438827555,30951.818,0
"丹波山村",2021-03-22,0.01,0,10.6285714285714,0.928571428571429,"202103_W4",592,0.62,5,0.076,0.116,0.076,540,1.0962962962963,539.38,0
"北杜市",2021-03-22,0.056,10,7.78571428571429,1.35714285714286,"202103_W4",48662,27.06,111,0.213,0,0.213,46421,1.04827556493828,46393.94,0
"南アルプス市",2021-03-22,0.087,1,9.97142857142857,1.57142857142857,"202103_W4",66460,55.074,94,1.973,0,1.973,71370,0.931203586941292,71314.926,0
"南部町",2021-03-22,0.009,0,11.6571428571429,7.42857142857143,"202103_W4",7914,2.235,9,0.018,0,0.018,7569,1.04558065794689,7566.765,0
